match_id, home_attack, home_deffense, away_attack, away_deffense
42, 1.3690476, 0.5897436, 1.6217949, 1.158425
43, 0.42603552, 1.4999999, 0.45, 1.0650887
44, 0.79444444, 0.5742972, 0.8614457, 1.3240741
45, 0.9585799, 1.65, 0.45, 0.5325444
46, 1.319307, 0.5734266, 1.3516483, 0.6958982
47, 0.5298913, 0.5777778, 1.9809525, 0.9992236
48, 0.8478261, 1.0111111, 1.0111111, 0.9538043
49, 1.3625776, 0.8666667, 1.5888889, 1.1657609
50, 0.9456522, 1.5989975, 1.1213748, 1.0807453
51, 0.6089109, 1.1058941, 0.8601399, 1.5222772
52, 1.2717391, 1.0111111, 0.99047625, 0.81754655
53, 0.7267081, 1.4857143, 0.8666667, 1.3777174
54, 1.1809006, 0.61904764, 0.8666667, 1.1657609
55, 1.8173077, 0.87499994, 1.5, 0.77884614
56, 1.3125, 0.7291666, 1.09375, 0.6057692
57, 0.6923077, 0.75, 0.375, 1.0384616
58, 1.110577, 1.3125, 0.87499994, 1.0600961
59, 1.0452962, 0.999001, 0.999001, 1.3066201
60, 0.88392854, 0.5827815, 0.8741722, 0.515625
61, 0.5192308, 1.5, 0.375, 1.2115384
62, 0.5892857, 0.52450335, 0.8741722, 1.3995535
63, 0.77884614, 1.6249999, 0.375, 0.6923077
64, 1.3484758, 0.5067386, 1.2193396, 0.7374477
65, 0.66790354, 0.75630254, 1.875, 1.0227273
66, 1.0018554, 1.1344538, 1.1344538, 0.83487946
67, 1.387987, 0.77205884, 1.5126051, 1.1688312
68, 0.7513915, 1.6386554, 1.2132353, 1.2418832
69, 0.5120087, 0.9917763, 1.0075189, 1.3374923
70, 0.5162134, 1.3301888, 0.3800539, 1.1799163
71, 0.80357146, 1.6544118, 0.88235295, 1.502783
72, 1.0957793, 0.6617647, 0.75630254, 1.0018554
73, 1.9419086, 0.86746985, 1.626506, 0.67219913
74, 1.1615385, 0.8678161, 1.3499361, 0.58076924
75, 0.9696502, 0.87349397, 0.43674698, 1.0442387
76, 1.0229276, 1.3726333, 0.7764391, 0.994513
77, 1.1188271, 0.9826807, 1.0918674, 1.1934156
78, 0.9376837, 0.49913943, 0.87349397, 0.53040695
79, 1.1934156, 0.87349397, 0.87349397, 0.92821217
80, 0.74670327, 0.49589494, 0.8678161, 1.2905984
81, 0.89506173, 1.4194276, 0.43674698, 0.7458848
82, 0.9050505, 1.2560387, 0.43478262, 0.72727275
83, 0.9515209, 0.65254235, 0.8700565, 0.5204901
84, 1.8167939, 0.7771429, 1.6392857, 0.6569656
85, 0.9759189, 0.9667295, 0.43502825, 1.0247148
86, 1.1711026, 0.8700565, 1.3534212, 0.5855513
87, 1.2442967, 0.8700565, 1.1600754, 0.9759189
88, 0.6587453, 0.43502825, 0.8700565, 1.3012253
89, 1.3906845, 0.8700565, 0.8700565, 0.9108577
90, 1.0181818, 1.1956522, 0.7729469, 0.96969694
91, 1.0173011, 1.0880829, 1.0445596, 0.8719723
92, 1.3133334, 0.66497886, 1.7380129, 1.1939394
93, 1.0334487, 0.7737478, 0.7737478, 0.83967704
94, 0.65089285, 0.64973265, 1.5593582, 1.1571429
95, 0.45, 1.4438503, 0.67379683, 1.2857143
96, 0.8357142, 1.540107, 0.7700535, 1.3499999
97, 0.57857144, 0.9625669, 0.9625669, 1.3499999
98, 1.2214285, 1.1550803, 1.1550803, 1.0928571
99, 0.72321427, 1.5160428, 1.1262032, 1.2728572
100, 1.2030075, 0.627451, 1.317647, 0.60150373
101, 0.0, 0.0, 2.1818182, 0.0
102, 0.0, 0.0, 2.1818182, 0.72727275
103, 0.0, 0.0, 0.0, 2.777778
104, 0.0, 0.0, 0.0, 0.72727275
105, 0.0, 0.0, 0.0, 0.0
106, 0.0, 0.0, 1.4545455, 0.72727275
107, 0.0, 0.0, 1.4545455, 1.4545455
108, 0.0, 0.0, 0.72727275, 0.72727275
109, 0.7115677, 0.4843305, 0.8717949, 1.1643835
110, 0.97359735, 0.67483664, 0.86764705, 0.5841584
111, 0.9315069, 1.0461539, 0.38746437, 1.0350076
112, 0.97359735, 1.253268, 0.78088236, 1.0514852
113, 1.2937596, 0.8717949, 0.95897436, 0.9315069
114, 1.0996956, 1.0655271, 1.0461539, 0.8732877
115, 1.2290715, 0.968661, 1.3076923, 0.5239726
116, 1.2937596, 0.77492875, 1.1333333, 1.0479451
117, 1.0479451, 1.2205127, 0.4843305, 0.6468798
118, 0.6535948, 1.4084507, 1.1523688, 1.1764705
119, 0.7019608, 0.678673, 0.8483413, 1.1699346
120, 1.7058823, 0.8450705, 1.690141, 0.6535948
121, 0.7189542, 0.5633803, 1.5364918, 1.1229947
122, 1.1219047, 1.0699115, 1.0699115, 1.062857
123, 0.9447619, 0.74070793, 0.74070793, 0.88571423
124, 0.8823529, 1.4366199, 0.7605634, 1.4117647
125, 1.3071896, 0.75117373, 1.690141, 1.117647
126, 0.58823526, 1.3521128, 0.59154934, 1.3529412
127, 1.0045455, 1.4999999, 0.8333333, 1.0743802
128, 1.3590909, 0.74999994, 1.1363636, 0.96694213
129, 1.0749, 1.1244019, 0.57719296, 0.709434
130, 0.6503145, 0.98947376, 1.1993622, 1.2361349
131, 1.0641509, 0.98947376, 1.0494418, 0.85991997
132, 0.945912, 0.74210525, 0.7496013, 0.591195
133, 0.91366494, 0.97448164, 0.49473688, 1.1232704
134, 1.300629, 0.8245614, 1.2743222, 0.48370498
135, 1.18239, 0.9070176, 0.8245614, 0.96740997
136, 0.9373319, 0.6603436, 0.6603436, 0.8270576
137, 1.7643895, 0.8804581, 1.5408016, 0.6065089
138, 0.6538883, 1.3568182, 0.6030303, 1.3622673
139, 0.871851, 1.6583334, 0.6784091, 1.5257392
140, 0.6538883, 0.75378793, 0.8291667, 1.1443044
141, 1.1443044, 1.1306819, 1.055303, 1.0353231
142, 0.5993976, 1.4095834, 1.0364584, 1.1488453
143, 0.7178248, 0.6627615, 1.5188285, 1.0468278
144, 1.2532858, 0.75378793, 1.7337121, 1.1987952
145, 1.0961792, 0.8062016, 0.8062016, 0.95458937
146, 0.76808906, 1.0983374, 1.2081711, 1.206997
147, 0.93175226, 1.39253, 0.8062016, 1.0550724
148, 1.4089643, 0.7453849, 1.298212, 0.6457753
149, 0.9754368, 0.7453849, 0.68326944, 0.5464253
150, 1.260606, 0.8062016, 1.0749354, 0.95458937
151, 1.0550724, 1.0749354, 0.7329106, 0.7125164
152, 0.60289854, 1.39253, 1.007752, 1.1555555
153, 1.0413703, 0.87949264, 1.3436693, 0.8038648
154, 1.0406666, 1.0362453, 0.96716225, 1.1397778
155, 0.892562, 0.961832, 0.5496183, 1.2396693
156, 1.7933885, 0.9626109, 1.5126743, 0.59779614
157, 0.6476125, 0.75633717, 0.75633717, 1.1955923
158, 0.70648634, 0.6750778, 1.4597836, 1.0576394
159, 0.89199996, 0.6908302, 0.6908302, 0.7928889
160, 0.7472452, 1.3751584, 0.6188213, 1.3450414
161, 1.1955923, 0.893853, 1.6501901, 1.0959597
162, 0.9963269, 1.3064005, 0.82509506, 1.0461433
163, 0.79787236, 1.0989012, 1.2045646, 1.1047463
164, 1.5143603, 0.7004831, 1.2931995, 0.6057441
165, 1.103785, 1.0151601, 0.68734795, 0.6477072
166, 0.8968254, 0.7560828, 0.82481754, 0.5978836
167, 0.7473545, 1.3059611, 1.142055, 1.2417582
168, 1.2619668, 0.8405797, 1.2285396, 0.93191403
169, 0.9964726, 0.89355236, 1.2689501, 0.82783884
170, 1.0462962, 0.82481754, 0.76137006, 0.9658119
171, 0.79717815, 1.9245741, 0.5710275, 1.5636955
172, 0.6994819, 0.90000004, 0.70714283, 1.1658031
173, 0.9339276, 1.2272849, 0.77512735, 0.9806239
174, 1.2141058, 0.83972126, 1.8086305, 1.0740167
175, 0.8386202, 0.9581408, 0.51100844, 1.2579303
176, 0.8386202, 0.7026366, 0.76651263, 0.79203016
177, 0.79203016, 1.277521, 0.5748845, 1.2579303
178, 1.0249802, 1.149769, 0.89426476, 1.1181602
179, 0.85803264, 0.83038867, 1.36421, 1.0815538
180, 1.7704203, 0.89426476, 1.4691491, 0.6522602
181, 0.8442777, 0.7098606, 0.8988494, 0.5662021
182, 1.0306536, 0.7815599, 0.786212, 0.91353387
183, 1.2180451, 1.0420799, 1.3305126, 0.9570354
184, 0.93695784, 0.8466899, 1.209557, 0.8265306
185, 0.74956626, 1.2374698, 1.1490791, 1.3050483
186, 0.79641414, 1.9538997, 0.5443006, 1.6095597
187, 0.843262, 1.1072098, 1.1490791, 1.0875403
188, 0.93695784, 0.7815599, 1.3909906, 1.0875403
189, 1.5009382, 0.6453278, 1.198466, 0.6097561
190, 1.7535546, 0.8491803, 1.395082, 0.6137441
191, 0.78450364, 1.2040133, 0.6020067, 1.1767555
192, 1.1349206, 0.967033, 0.66483516, 0.78571427
193, 1.5277778, 0.66483516, 1.2087913, 0.6111111
194, 0.7420635, 1.0274726, 0.72527474, 1.1349206
195, 0.78571427, 1.0274726, 0.6043956, 1.3095238
196, 0.9166667, 1.1483517, 0.7857143, 1.0039682
197, 0.96031743, 1.1483517, 0.90659344, 1.1785715
198, 1.1836493, 0.7885245, 1.7590163, 1.0521327
199, 1.0967742, 1.5454545, 2.3181818, 0.0
200, 0.5483871, 0.77272725, 0.77272725, 1.6451614
201, 0.0, 2.3181818, 0.77272725, 1.0967742
202, 2.875, 0.0, 1.7037038, 1.1500001
203, 0.5483871, 2.3181818, 0.77272725, 0.5483871
204, 0.0, 0.0, 0.77272725, 1.6451614
205, 1.1500001, 1.7037038, 0.0, 0.57500005
206, 0.53333336, 1.7777778, 0.8888889, 2.1333334
207, 0.5483871, 0.0, 0.0, 1.6451614
208, 0.91571754, 0.72925174, 0.9075133, 0.81397116
209, 1.0956842, 0.85342026, 0.7396309, 0.89992195
210, 1.2271663, 1.036296, 1.251683, 0.9408274
211, 0.7450653, 1.8897161, 0.56894684, 1.6771272
212, 0.8327199, 1.0972545, 1.1378937, 1.0226386
213, 0.92117643, 0.97798604, 1.3121312, 1.0644705
214, 0.74129516, 1.2154195, 1.1911112, 1.2616552
215, 1.0080295, 0.85342026, 1.251683, 0.8181109
216, 0.78889257, 0.67054445, 0.85342026, 0.5726776
217, 1.0995475, 1.0220821, 0.6246057, 0.77375567
218, 1.048326, 1.146998, 0.9175984, 1.0886463
219, 0.89519525, 1.0828601, 0.7978969, 1.057958
220, 0.76608443, 1.146998, 0.6308489, 1.209607
221, 1.6683184, 0.7978969, 1.3678234, 0.56966966
222, 1.464865, 0.62691903, 1.3108306, 0.56966966
223, 0.77312315, 0.62691903, 0.8548896, 0.56966966
224, 0.7324325, 1.0828601, 0.7409043, 1.2614114
225, 0.7324325, 1.0258675, 0.6839117, 1.3427929
226, 0.81134754, 1.8322325, 0.6441442, 1.6353723
227, 1.1313132, 0.8484848, 1.1666666, 0.79545456
228, 0.80808085, 1.1878787, 1.1136364, 1.3257576
229, 0.7676768, 1.0747474, 1.1136364, 1.0984849
230, 1.1717172, 0.7353535, 1.8030303, 1.0227273
231, 1.2534782, 1.080734, 1.1731652, 0.9476902
232, 0.8484849, 0.7353535, 0.95454544, 0.75757575
233, 0.9330496, 1.0306307, 1.341967, 1.0268617
234, 1.010101, 0.9616161, 0.68939394, 0.9469697
235, 1.5242616, 0.6450893, 1.2364211, 0.53349155
236, 0.8764504, 1.0213914, 0.8063616, 1.0669831
237, 1.0669831, 0.96763396, 0.69884676, 0.95266354
238, 0.7621308, 1.1289062, 0.7526042, 1.1813028
239, 0.8383439, 0.59133184, 0.96763396, 0.6097047
240, 1.1082803, 0.9671642, 0.6447761, 0.84076434
241, 1.7147943, 0.7526042, 1.3439361, 0.5715981
242, 0.68591774, 1.0751488, 0.6450893, 1.2575158
243, 1.0288765, 1.1826637, 0.91387653, 1.1050897
244, 0.87781763, 1.0257246, 1.2702472, 1.0776278
245, 1.1831455, 0.75579715, 1.8291562, 0.969865
246, 1.0686476, 0.8097826, 1.2194375, 0.75433946
247, 0.7633197, 1.1336957, 1.1686275, 1.2572324
248, 0.7633197, 1.2416667, 0.60971874, 1.2213115
249, 0.8037371, 1.0760869, 1.1140665, 1.1526986
250, 1.2594775, 1.1876812, 1.1178176, 0.969865
251, 0.83965164, 0.7018116, 0.96538794, 0.79026043
252, 0.80148566, 1.7815218, 0.6605286, 1.5805209
253, 0.0, 0.0, 3.5714285, 0.5813953
254, 1.744186, 0.0, 1.7857143, 0.5813953
255, 1.744186, 0.89285713, 0.44642857, 2.0348837
256, 0.0, 0.0, 1.882353, 0.0
257, 0.58181816, 0.0, 0.0, 0.8727273
258, 2.3255813, 0.89285713, 0.0, 0.29069766
259, 0.0, 1.7857143, 0.89285713, 1.744186
260, 1.744186, 0.89285713, 1.7857143, 0.5813953
261, 0.5813953, 0.89285713, 0.44642857, 0.5813953
262, 1.7288135, 0.8717949, 2.1794872, 0.2881356
263, 0.6212121, 0.48809525, 1.952381, 1.2424242
264, 0.5737705, 1.7948718, 1.3461539, 1.4344263
265, 2.0081968, 0.0, 1.7948718, 1.7213116
266, 0.5737705, 2.2435896, 0.8974359, 0.5737705
267, 0.8606558, 1.3461539, 0.0, 1.147541
268, 1.147541, 0.8974359, 0.5982906, 1.5300547
269, 0.6212121, 2.9285715, 0.48809525, 1.2424242
270, 0.5737705, 0.0, 0.44871795, 1.147541
271, 0.65217394, 0.9782608, 1.9565216, 0.43478262
272, 1.6417911, 0.0, 1.6296296, 0.43781096
273, 1.3043479, 1.4673913, 0.32608694, 1.7391305
274, 0.32608697, 1.4673913, 0.9782608, 0.65217394
275, 1.3043479, 0.9782608, 0.0, 1.0869565
276, 1.6304349, 0.9782608, 0.32608694, 0.21739131
277, 0.2194093, 0.9811321, 1.4716982, 1.3164557
278, 2.3026316, 1.5306122, 1.3605442, 0.43859652
279, 1.3157895, 0.5102041, 0.34013605, 0.65789473
280, 1.7028112, 0.65432096, 1.9629629, 0.6385542
281, 0.42352945, 0.6545454, 1.9636363, 1.0588236
282, 1.2705883, 0.98181814, 0.3272727, 1.6941178
283, 0.63829786, 1.3114755, 1.3114755, 1.2765957
284, 1.6941178, 0.6545454, 1.9636363, 1.6941178
285, 0.63829786, 1.3114755, 0.0, 1.2765957
286, 0.9529412, 0.49090907, 0.98181814, 1.4294118
287, 0.42352945, 2.2909088, 0.3272727, 1.0588236
288, 0.42352945, 0.0, 0.3272727, 1.2705883
289, 0.9583333, 0.46621624, 1.6317568, 0.31944445
290, 1.4761903, 0.32804233, 1.4761904, 0.94897956
291, 0.42592594, 0.9324325, 1.2432433, 1.0648148
292, 1.2653061, 0.984127, 0.4920635, 0.31632653
293, 0.8435374, 1.6402116, 0.984127, 1.2653061
294, 0.7908163, 0.984127, 1.3121693, 1.2653061
295, 1.6870748, 1.6402116, 1.2301588, 0.63265306
296, 0.63265306, 1.968254, 0.32804233, 1.0544217
297, 1.2653061, 0.984127, 0.24603175, 0.47448978
298, 1.5384616, 0.7012987, 1.4025974, 1.0769231
299, 0.6, 0.6882353, 2.2941177, 1.0500001
300, 1.0769231, 0.935065, 0.4675325, 1.5384616
301, 1.025641, 1.2467533, 0.561039, 0.86153847
302, 1.0769231, 1.1688312, 1.1688312, 1.3846154
303, 1.35, 0.6882353, 1.6058823, 1.2
304, 0.46153846, 1.1688312, 0.0, 1.2307693
305, 0.6173913, 0.31555554, 0.75733334, 1.3582609
306, 0.7692308, 0.4675325, 0.935065, 1.0769231
307, 0.0, 0.0, 0.0, 0.0
308, 0.0, 0.0, 0.0, 0.0
309, 0.0, 0.0, 0.0, 0.0
310, 0.0, 0.0, 0.0, 0.0
311, 0.0, 0.0, 0.0, 0.0
312, 0.0, 0.0, 0.0, 0.0
313, 0.0, 0.0, 0.0, 0.0
314, 1.3076923, 0.66019416, 1.6504854, 0.9807692
315, 1.1442307, 0.66019416, 1.5844661, 0.5230769
316, 1.0271739, 0.99473685, 0.9284211, 0.68478256
317, 0.51358694, 1.3263158, 0.9284211, 0.9586956
318, 1.5407609, 0.99473685, 0.79578954, 1.0956522
319, 0.68478256, 1.8236842, 0.82894737, 1.8831521
320, 0.85597825, 0.82894737, 0.53052634, 0.68478256
321, 1.5, 0.84905666, 1.768868, 0.9375
322, 1.1559633, 0.53333336, 1.1666666, 0.96330273
323, 0.625, 0.884434, 1.1320755, 0.75
324, 0.8027523, 1.1666666, 1.0666667, 1.0275229
325, 1.1238532, 1.1666666, 0.53333336, 1.4128441
326, 0.16055046, 0.8333333, 1.0666667, 0.89908254
327, 0.64220184, 1.0666667, 0.6666667, 1.7660551
328, 1.0229509, 0.5672727, 1.4181819, 0.6393443
329, 0.895082, 1.1345454, 0.9927273, 0.6393443
330, 0.76721317, 1.5600001, 0.8272727, 0.95901644
331, 0.895082, 1.4181819, 1.4181819, 1.0229509
332, 1.0098361, 1.1407408, 0.5703704, 1.3885247
333, 1.4317461, 0.8556522, 0.95072466, 0.9761905
334, 0.9111111, 1.8539131, 0.7130435, 1.6920635
335, 1.421875, 0.7, 1.8199999, 1.05
336, 1.203125, 0.46666667, 1.26, 0.7875
337, 0.65693426, 1.008, 1.2, 0.65693426
338, 1.18125, 0.97999996, 1.05, 0.984375
339, 1.9489051, 0.8971774, 0.8202765, 0.835245
340, 0.39375, 0.7, 1.05, 0.875
341, 0.76562494, 0.93333334, 0.7, 1.575
342, 0.97959185, 0.62015504, 1.4883721, 0.6530612
343, 0.7619047, 0.86821705, 1.2403101, 0.6530612
344, 0.76378894, 1.456, 0.936, 1.028777
345, 0.882494, 1.328084, 1.2073491, 1.1031175
346, 0.882494, 1.2073491, 0.48293966, 1.4340527
347, 0.9928057, 1.9317586, 0.84514433, 1.6546762
348, 1.0589927, 0.86929137, 0.5174354, 0.85097635
349, 1.3066667, 0.6363637, 1.7323233, 1.1977779
350, 1.2133334, 0.42424247, 1.3611112, 0.65333337
351, 0.87111115, 1.2373737, 0.84848493, 0.93333334
352, 1.1951476, 1.1277373, 0.9666319, 1.0244123
353, 1.5680001, 0.89090914, 0.9280303, 0.735
354, 0.54324895, 0.6265207, 0.9666319, 0.7450271
355, 0.84, 1.0606061, 0.74242425, 1.5244445
356, 1.2045455, 0.76258993, 1.7793764, 1.1777778
357, 1.2804878, 0.4721223, 1.3848921, 0.6402439
358, 0.81280786, 1.2346939, 0.89795923, 0.90311986
359, 1.3546797, 1.122449, 1.0102041, 0.9934318
360, 1.4989898, 0.8896882, 0.9532374, 0.72272724
361, 0.8030303, 0.9532374, 0.76258993, 1.4989898
362, 1.2848485, 0.8896882, 0.6672662, 0.8030303
363, 1.0822027, 0.6679803, 1.2663794, 0.78910613
364, 0.6312849, 1.0019704, 1.2246305, 0.7214685
365, 0.6312849, 1.5586207, 0.8767241, 0.94692737
366, 0.9183673, 1.3644315, 1.1938776, 1.125
367, 0.7346939, 1.1370263, 0.3979592, 1.2053571
368, 0.6312849, 0.6679803, 0.8767241, 0.71019554
369, 1.1600753, 1.0666667, 0.8, 1.195229
370, 1.165756, 0.69716775, 1.6806723, 1.030445
371, 1.147541, 0.78431374, 1.2745098, 0.81967217
372, 0.90163934, 1.0784314, 0.78431374, 0.81967217
373, 1.3478261, 0.9872612, 0.888535, 1.0108695
374, 1.6366459, 0.9026388, 1.3163482, 0.82367146
375, 0.86703104, 0.8756439, 0.6754967, 1.3005465
376, 1.4051522, 0.78431374, 0.78431374, 0.874317
377, 1.2987342, 0.4650718, 1.9025663, 0.5592635
378, 0.5895722, 0.8971519, 1.1962025, 0.842246
379, 0.75166667, 1.3150945, 0.6962264, 0.88833326
380, 0.67379683, 1.096519, 0.39873418, 1.2633691
381, 0.67379683, 0.59810126, 0.9746835, 0.67379683
382, 1.023305, 1.1555024, 0.8987241, 1.3644067
383, 1.0588236, 1.8227849, 0.79746836, 1.5721925
384, 0.0, 0.0, 1.3333334, 0.7058824
385, 0.0, 0.0, 1.2307693, 0.0
386, 0.0, 0.0, 1.2307693, 1.4545455
387, 0.0, 0.0, 0.61538464, 0.72727275
388, 0.0, 0.0, 2.0, 0.7058824
389, 0.0, 0.0, 0.61538464, 2.909091
390, 0.0, 0.0, 0.5833333, 0.7
391, 1.1570681, 0.7134146, 1.6986061, 1.0695587
392, 1.0587552, 0.7926829, 1.2881097, 0.8507853
393, 0.83187896, 1.1449864, 0.8807588, 0.83187896
394, 1.25, 0.8982036, 0.98802394, 1.0294118
395, 0.59554976, 1.3871951, 0.7926829, 0.9075044
396, 1.5716912, 0.9094311, 1.2934132, 0.72794116
397, 1.276178, 0.69359756, 0.7926829, 0.9075044
398, 1.2562467, 0.45693624, 1.6449704, 0.6650718
399, 0.66183573, 0.9907955, 1.0808679, 0.80891037
400, 0.91002417, 1.5199704, 1.0538461, 1.1251208
401, 0.5911749, 1.096647, 0.36554897, 1.2562467
402, 0.6650718, 0.6397107, 1.0052596, 0.6650718
403, 1.2351333, 1.5274725, 0.8972566, 1.3906045
404, 0.99760765, 1.8505917, 0.74023664, 1.5961723
405, 1.1790514, 0.70309, 1.6327312, 1.0618358
406, 1.0714933, 0.716129, 1.1493429, 0.8929111
407, 1.0691245, 1.2083334, 0.8055556, 0.735023
408, 0.74244756, 1.2530864, 0.725, 0.86866355
409, 1.5627906, 0.988764, 1.4708886, 0.66976744
410, 0.89093703, 1.9691359, 0.725, 1.6036867
411, 1.1905481, 0.61887693, 0.716129, 0.93755656
412, 0.6078947, 0.8555556, 1.1666666, 0.8105263
413, 1.2162162, 0.7731959, 0.9278351, 1.081081
414, 1.0148699, 1.1921397, 1.2227074, 1.1449814
415, 0.6756757, 0.9278351, 0.38659796, 1.2837838
416, 0.6756757, 0.8505155, 1.0051546, 0.7432433
417, 1.1820174, 1.263889, 0.9074074, 1.3508772
418, 0.8108108, 0.9278351, 0.6013746, 1.2012012
419, 0.99258685, 0.91218007, 1.0033981, 0.81888413
420, 1.118527, 1.1274468, 0.7046542, 0.807825
421, 0.6866197, 1.3807532, 0.6276151, 1.0563381
422, 1.5695279, 1.0033981, 1.2864078, 0.6255365
423, 1.0618358, 1.1171318, 0.9022988, 1.3652173
424, 0.7995944, 1.8785231, 0.8558952, 1.4572492
425, 1.1530435, 0.86666673, 0.6446281, 1.0482213
426, 1.3636364, 0.55813956, 1.883721, 0.5578512
427, 0.6814516, 0.7716895, 1.1575342, 0.817742
428, 1.239003, 0.7015359, 0.9821502, 0.99120235
429, 0.98484844, 1.2790698, 1.2151164, 1.0795455
430, 0.6818182, 1.1162791, 0.38372093, 1.2954545
431, 0.80535185, 0.7716895, 0.9821502, 0.86730206
432, 0.74380165, 0.83720934, 0.627907, 1.1157024
433, 1.0869709, 0.9050822, 1.0343797, 0.8581349
434, 0.7469916, 1.35461, 0.6252046, 1.0608164
435, 0.9768351, 1.0159575, 1.2504092, 1.166898
436, 1.4354256, 1.0578883, 1.2929746, 0.629299
437, 0.973013, 1.0857947, 0.87251353, 1.3736655
438, 0.88730156, 1.8678733, 0.84313726, 1.5357143
439, 1.0302491, 1.1536567, 0.62641996, 1.0038325
440, 1.1886792, 0.72368425, 1.5131578, 1.0754718
441, 1.3018868, 0.65789473, 1.9377991, 0.55574614
442, 0.6889764, 0.7161459, 1.171875, 0.82677174
443, 1.1984437, 0.717037, 0.9955555, 0.996109
444, 1.3696498, 1.0429629, 1.3037037, 0.6277562
445, 0.8560311, 0.7822222, 1.0429629, 0.79896235
446, 0.7418937, 0.8474074, 0.58666664, 1.0843061
447, 1.0254545, 1.1479886, 0.8103449, 0.7362238
448, 0.80793387, 1.4733543, 0.6233422, 1.0517483
449, 0.98930484, 1.0920898, 1.2321012, 1.1510181
450, 0.736826, 1.1345599, 0.4368359, 1.3602941
451, 0.98930484, 1.0920898, 0.8580705, 1.3602941
452, 0.7975758, 1.8232759, 0.8726791, 1.4724476
453, 1.0493122, 1.1636364, 0.61538464, 0.99233603
454, 1.2040598, 0.75384617, 1.5076923, 1.0470085
455, 1.3087606, 0.6282051, 1.9474359, 0.52350426
456, 0.9946581, 1.1307693, 0.81666666, 0.732906
457, 1.1517094, 0.75384617, 0.94230765, 0.88995725
458, 1.2564102, 1.0679487, 1.3192307, 0.6282051
459, 0.9423077, 0.81666666, 1.0679487, 0.7852564
460, 0.88995725, 0.81666666, 0.5653846, 1.0470085
461, 2.0, 1.4736843, 1.4736843, 0.0
462, 0.0, 0.0, 1.4736843, 1.3333334
463, 0.64516133, 1.3333334, 0.0, 0.0
464, 0.6666667, 2.2105265, 1.4736843, 2.0
465, 0.6666667, 0.73684216, 0.0, 1.3333334
466, 2.6666667, 0.73684216, 0.73684216, 1.3333334
467, 0.6666667, 0.73684216, 0.0, 0.0
468, 1.0375671, 0.89596474, 1.0696721, 0.8671096
469, 0.7781753, 0.7679697, 1.0102459, 0.8671096
470, 1.0894454, 0.9599621, 1.2479508, 1.1561462
471, 0.72629696, 1.0879571, 0.47540987, 1.589701
472, 0.9856887, 1.0879571, 0.8913934, 1.3488371
473, 0.7781753, 1.8559268, 0.8319672, 1.39701
474, 0.9856887, 1.1519547, 0.5942623, 1.0116279
475, 1.3, 0.0, 1.0263158, 0.97499996
476, 1.3125, 1.4, 2.1, 0.65625
477, 0.0, 0.0, 1.4193549, 1.0
478, 1.3333334, 1.4193549, 1.0645162, 1.0
479, 1.3333334, 0.70967746, 1.4193549, 0.6666667
480, 0.65, 0.68421054, 0.34210527, 2.2749999
481, 0.6666667, 0.70967746, 0.35483873, 0.6666667
482, 2.1333334, 0.6666667, 1.3333334, 0.0
