id,AVG_HOME_AGE,AVG_AWAY_AGE
5892,24.273,26.091
5893,27.909,23.455
5894,27.273,25.455
5895,24.182,23.636
5896,26.364,26.091
5897,24.455,28.091
5898,27.909,26.273
5899,26.818,26.182
5900,27.0,27.273
5901,26.273,26.545
5902,27.091,24.909
5903,25.0,26.455
5904,26.273,26.0
5905,26.455,26.727
5906,26.364,24.455
5907,25.818,27.727
5908,23.909,26.273
5909,27.273,23.455
5910,26.182,25.545
5911,25.818,27.091
5912,27.091,26.364
5913,,24.364
5914,27.273,24.818
5915,25.455,24.364
5916,27.727,26.545
5917,26.182,26.545
5918,25.455,26.182
5919,27.545,26.545
5920,27.455,27.636
5921,26.091,27.091
5922,27.273,24.818
5923,25.909,26.0
5924,27.273,23.455
5925,27.182,24.818
5926,23.545,25.909
5927,24.182,26.273
5928,25.727,25.818
5929,26.545,24.273
5930,26.455,26.909
5931,26.182,26.091
5932,26.273,25.455
5933,25.545,24.364
5934,24.818,27.455
5935,25.909,25.727
5936,25.909,24.364
5937,25.727,25.364
5938,25.727,26.818
5939,26.636,26.818
5940,27.182,25.818
5941,24.182,25.364
5942,28.091,27.182
5943,25.727,26.091
5944,27.182,25.545
5945,26.636,24.909
5946,26.273,27.273
5947,23.364,24.636
5948,25.182,27.455
5949,27.182,23.364
5950,26.818,26.455
5951,25.818,24.455
5952,26.364,27.182
5953,25.364,26.545
5954,25.909,26.091
5955,25.727,28.273
5956,24.364,26.273
5957,25.0,25.545
5958,24.727,25.818
5959,28.0,25.545
5960,26.909,25.364
5961,23.909,26.818
5962,28.182,25.364
5963,26.182,23.818
5964,26.0,25.364
5965,25.818,25.545
5966,26.455,25.091
5967,24.545,27.909
5968,27.727,26.727
5969,26.636,26.545
5970,26.273,25.636
5971,27.091,27.0
5972,25.273,27.0
5973,25.818,25.909
5974,25.455,23.909
5975,23.818,28.091
5976,24.455,26.727
5977,24.091,26.091
5978,23.727,26.455
5979,28.273,28.091
5980,26.455,25.273
5981,28.727,25.727
5982,26.091,25.818
5983,24.545,24.364
5984,27.818,25.818
5985,26.818,23.727
5986,26.273,26.0
5987,26.455,23.818
5988,25.818,26.091
5989,25.545,26.636
5990,26.818,24.909
5991,25.636,25.818
5992,26.364,26.455
5993,26.0,27.545
5994,24.091,28.091
5995,25.727,
5996,24.091,26.091
5997,24.091,27.727
5998,27.182,26.273
5999,27.636,24.364
6000,25.545,26.273
6001,28.182,27.909
6002,26.273,25.636
6003,24.545,25.727
6004,26.091,27.727
6005,25.455,24.909
6006,27.273,24.455
6007,26.636,26.818
6008,27.091,26.818
6009,26.364,24.364
6010,27.182,26.727
6011,27.0,26.727
6012,25.182,26.909
6013,25.636,25.0
6014,22.818,26.818
6015,25.455,27.091
6016,26.091,27.727
6017,23.909,28.0
6018,26.727,25.818
6019,26.636,25.545
6020,26.091,25.727
6021,27.182,26.364
6022,26.182,26.091
6023,25.545,26.636
6024,24.364,25.636
6025,25.0,26.455
6026,25.727,25.364
6027,24.0,25.545
6028,26.364,26.091
6029,27.364,27.455
6030,27.0,27.0
6031,27.636,26.182
6032,,24.0
6033,24.909,27.545
6034,26.273,28.364
6035,26.182,23.909
6036,24.909,25.455
6037,26.727,24.636
6038,24.364,25.273
6039,27.364,25.455
6040,28.091,27.0
6041,27.0,27.182
6042,27.818,24.091
6043,25.545,26.0
6044,24.545,23.364
6045,24.545,26.0
6046,23.364,26.818
6047,23.818,
6048,27.364,26.727
6049,26.909,26.091
6050,27.455,24.273
6051,26.364,27.818
6052,24.818,26.909
6053,26.727,25.545
6054,26.091,28.364
6055,25.455,23.545
6056,27.091,26.727
6057,27.455,24.091
6058,23.818,25.545
6059,25.636,25.545
6060,28.273,24.455
6061,27.545,26.273
6062,27.364,27.182
6063,24.818,25.818
6064,24.818,26.727
6065,25.818,26.909
6066,24.091,24.091
6067,23.909,26.727
6068,26.0,24.636
6069,27.636,26.0
6070,26.818,24.364
6071,26.364,26.545
6072,24.636,25.727
6073,23.909,26.818
6074,26.364,26.364
6075,25.455,23.455
6076,26.545,26.364
6077,26.727,23.545
6078,23.909,26.818
6079,27.636,24.909
6080,27.182,25.455
6081,26.091,25.818
6082,27.091,24.909
6083,27.0,26.636
6084,25.727,26.818
6085,25.273,27.091
6086,23.909,25.909
6087,24.091,23.0
6088,26.545,24.818
6089,27.0,25.636
6090,25.909,26.909
6091,24.727,26.636
6092,26.909,27.182
6093,25.364,25.273
6094,27.0,22.545
6095,25.182,27.091
6096,26.364,27.636
6097,25.273,27.182
6098,25.182,26.545
6099,26.909,26.091
6100,25.909,26.909
6101,24.455,26.545
6102,27.727,24.091
6103,26.182,26.909
6104,25.909,26.364
6105,25.091,25.273
6106,23.818,26.818
6107,23.273,24.091
6108,26.182,24.909
6109,27.818,26.909
6110,26.455,26.909
6111,26.364,26.182
6112,26.636,25.818
6113,25.909,27.455
6114,26.636,24.636
6115,25.273,26.0
6116,23.182,22.727
6117,25.091,26.273
6118,24.364,25.727
6119,27.0,27.091
6120,26.636,24.818
6121,24.727,26.273
6122,26.0,26.636
6123,25.273,25.091
6124,25.818,25.818
6125,25.091,27.273
6126,26.727,27.091
6127,23.182,26.273
6128,26.636,23.909
6129,26.909,27.455
6130,26.364,25.364
6131,26.182,24.0
6132,25.636,27.0
6133,24.818,25.727
6134,25.545,25.727
6135,26.364,23.636
6136,26.909,24.909
6137,25.727,25.182
6138,26.909,26.364
6139,28.273,25.636
6140,27.091,24.727
6141,28.091,28.273
6142,27.0,22.909
6143,27.364,27.0
6144,27.0,26.455
6145,25.364,27.091
6146,24.273,25.182
6147,26.545,25.0
6148,24.455,28.818
6149,28.091,25.091
6150,28.182,26.818
6151,25.636,27.818
6152,24.364,25.455
6153,27.545,24.273
6154,25.0,27.818
6155,27.636,23.727
6156,26.182,27.273
6157,26.909,26.091
6158,26.909,22.636
6159,28.182,27.364
6160,25.727,27.182
6161,27.182,25.545
6162,25.909,25.818
6163,25.455,27.091
6164,24.545,26.273
6165,24.0,29.364
6166,24.727,22.909
6167,24.273,24.545
6168,27.091,26.455
6169,27.636,25.455
6170,27.182,26.091
6171,29.364,25.0
6172,25.091,23.818
6173,25.545,27.0
6174,27.364,25.364
6175,25.273,26.545
6176,26.182,26.636
6177,26.273,27.818
6178,27.182,25.455
6179,28.182,27.909
6180,26.091,27.0
6181,26.818,27.0
6182,25.273,25.818
6183,25.545,26.182
6184,24.636,27.909
6185,23.909,24.273
6186,24.636,27.182
6187,23.636,26.545
6188,27.182,27.182
6189,28.0,25.545
6190,27.545,24.636
6191,27.091,24.273
6192,26.0,26.545
6193,24.818,28.273
6194,25.0,26.0
6195,26.727,25.273
6196,24.909,26.0
6197,26.091,26.818
6198,28.182,24.818
6199,26.818,27.273
6200,26.818,27.818
6201,26.818,26.455
6202,26.091,24.545
6203,26.0,27.545
6204,24.0,25.909
6205,25.818,26.455
6206,24.091,25.545
6207,24.0,25.727
6208,26.273,27.455
6209,27.364,25.0
6210,27.273,25.909
6211,28.0,26.273
6212,26.636,25.182
6213,25.636,23.273
6214,26.455,28.545
6215,25.909,26.818
6216,24.909,25.818
6217,25.727,28.091
6218,27.545,24.364
6219,26.727,27.455
6220,27.273,27.273
6221,27.0,25.364
6222,25.909,27.273
6223,25.182,25.727
6224,24.273,25.455
6225,25.273,26.909
6226,25.455,27.273
6227,22.818,28.0
6228,26.273,26.091
6229,26.273,26.182
6230,27.455,23.545
6231,27.0,27.0
6232,26.0,26.455
6233,25.636,26.364
6234,26.091,27.091
6235,23.909,25.091
6236,24.818,24.273
6237,23.545,26.364
6238,26.364,26.727
6239,27.545,26.455
6240,25.818,27.636
6241,,23.909
6242,23.273,25.091
6243,26.818,24.273
6244,26.727,25.636
6245,24.455,25.636
6246,27.091,27.0
6247,24.818,27.273
6248,25.273,25.182
6249,26.818,27.182
6250,26.818,27.091
6251,26.273,26.636
6252,27.0,25.364
6253,25.182,23.273
6254,25.0,27.909
6255,26.0,27.636
6256,23.364,25.0
6257,24.273,26.0
6258,26.455,23.273
6259,26.0,24.455
6260,25.909,28.364
6261,27.455,25.091
6262,25.0,28.091
6263,27.182,26.545
6264,25.909,25.455
6265,24.818,25.636
6266,27.0,26.182
6267,23.455,24.636
6268,24.909,24.909
6269,26.364,24.727
6270,26.818,26.636
6271,27.818,25.636
6272,27.909,26.545
6273,25.091,26.455
6274,26.091,27.091
6275,25.636,23.909
6276,23.727,23.818
6277,23.455,25.0
6278,27.0,26.545
6279,26.364,26.0
6280,26.818,25.909
6281,23.909,26.727
6282,27.909,23.455
6283,26.182,26.091
6284,26.0,27.091
6285,26.0,27.273
6286,27.091,25.0
6287,22.636,26.545
6288,25.273,23.636
6289,27.091,24.636
6290,26.818,26.455
6291,24.818,27.0
6292,24.818,28.091
6293,26.909,26.909
6294,26.455,25.364
6295,24.455,26.545
6296,24.545,27.727
6297,24.727,26.818
6298,25.091,26.364
6299,27.727,27.273
6300,27.182,26.818
6301,26.909,29.182
6302,26.636,25.364
6303,24.636,25.364
6304,25.636,26.0
6305,27.182,24.909
6306,25.091,27.182
6307,23.0,26.636
6308,26.909,25.727
6309,27.455,25.545
6310,26.818,23.091
6311,26.818,27.909
6312,26.455,28.364
6313,26.727,27.636
6314,25.273,24.455
6315,25.273,26.636
6316,25.0,26.0
6317,27.364,26.455
6318,27.0,26.091
6319,27.455,27.818
6320,27.727,26.818
6321,28.091,26.727
6322,25.909,25.182
6323,25.182,24.727
6324,26.545,27.091
6325,26.818,26.364
6326,24.636,25.727
6327,23.818,27.818
6328,26.273,25.909
6329,27.818,25.091
6330,26.818,27.091
6331,27.364,25.636
6332,27.909,28.727
6333,26.909,25.636
6334,24.0,25.091
6335,27.545,24.727
6336,27.091,25.455
6337,28.091,25.364
6338,27.364,26.727
6339,25.727,26.636
6340,26.545,26.364
6341,25.909,29.545
6342,26.909,25.455
6343,26.0,26.818
6344,,27.909
6345,26.273,26.273
6346,24.455,25.273
6347,23.909,25.455
6348,26.909,26.818
6349,29.182,26.636
6350,28.0,24.636
6351,26.545,26.727
6352,27.364,25.909
6353,26.273,27.182
6354,26.818,23.636
6355,25.727,26.909
6356,24.545,28.636
6357,26.091,24.0
6358,27.636,27.182
6359,26.364,26.182
6360,26.909,28.455
6361,25.0,26.545
6362,27.636,26.909
6363,26.364,26.909
6364,24.818,26.727
6365,25.818,26.273
6366,23.909,26.545
6367,25.0,26.818
6368,25.909,25.455
6369,28.545,26.182
6370,28.091,25.091
6371,27.455,25.636
6372,26.727,27.273
6373,28.273,24.273
6374,26.727,24.364
6375,26.455,23.909
6376,26.636,26.091
6377,25.091,24.364
6378,27.818,27.636
6379,25.545,26.364
6380,26.182,25.818
6381,24.545,28.273
6382,25.909,26.636
6383,23.909,26.545
6384,24.727,25.909
6385,24.182,26.636
6386,24.455,26.273
6387,27.273,28.182
6388,26.909,27.0
6389,28.636,23.909
6390,26.182,26.091
6391,26.727,27.273
6392,26.0,26.909
6393,26.091,24.182
6394,26.364,26.909
6395,27.545,24.545
6396,25.727,24.818
6397,23.909,23.818
6398,26.909,27.091
6399,28.273,26.364
6400,27.364,25.909
6401,26.455,23.636
6402,27.636,27.909
6403,27.455,24.818
6404,27.0,27.545
6405,26.0,25.091
6406,26.0,24.818
6407,25.545,24.545
6408,25.818,24.636
6409,27.455,26.909
6410,27.273,25.818
6411,,26.909
6412,25.0,27.091
6413,27.182,28.455
6414,26.091,29.273
6415,24.818,27.455
6416,26.091,24.364
6417,24.818,27.455
6418,27.182,27.0
6419,28.0,24.0
6420,28.909,24.455
6421,27.091,26.273
6422,26.091,26.545
6423,26.091,25.364
6424,26.182,26.364
6425,27.091,27.182
6426,26.364,27.455
6427,25.455,25.0
6428,24.364,
6429,,28.455
6430,26.909,26.727
6431,,25.818
6432,25.364,27.091
6433,27.091,25.455
6434,24.909,24.364
6435,24.182,26.364
6436,27.0,28.909
6437,27.364,24.727
6438,24.545,25.545
6439,28.818,25.545
6440,27.818,
6441,27.818,24.727
6442,26.0,25.818
6443,25.818,27.545
6444,25.455,25.0
6445,26.545,26.0
6446,26.818,25.182
6447,23.545,26.455
6448,24.091,26.0
6449,28.818,27.818
6450,,27.091
6451,26.091,26.636
6452,25.909,25.455
6453,25.182,26.364
6454,25.636,28.545
6455,24.636,22.636
6456,27.091,26.364
6457,27.545,24.545
6458,25.909,25.545
6459,27.727,24.091
6460,26.818,25.364
6461,25.182,28.909
6462,26.636,26.0
6463,26.0,
6464,26.909,26.909
6465,27.818,26.091
6466,26.091,26.182
6467,24.545,26.0
6468,23.909,26.636
6469,29.091,26.636
6470,27.364,26.182
6471,,27.818
6472,25.818,25.545
6473,,26.727
6474,24.455,26.0
6475,26.727,26.909
6476,25.364,24.818
6477,26.727,27.727
6478,27.909,24.909
6479,29.455,28.273
6480,25.0,27.0
6481,27.455,27.818
6482,27.0,27.455
6483,26.182,27.636
6484,28.0,25.636
6485,26.545,25.636
6486,27.091,24.091
6487,24.909,25.182
6488,24.545,
6489,28.0,26.727
6490,25.091,27.364
6491,26.364,23.273
6492,,25.455
6493,25.909,26.818
6494,24.727,26.636
6495,25.364,26.091
6496,25.818,26.091
6497,27.182,26.364
6498,27.545,26.0
6499,27.0,25.727
6500,26.0,
6501,25.727,25.636
6502,26.818,28.727
6503,26.364,26.273
6504,25.182,25.364
6505,26.636,25.182
6506,26.636,28.0
6507,24.545,27.455
6508,24.545,25.182
6509,27.455,25.636
6510,27.364,26.364
6511,25.091,23.818
6512,23.818,27.364
6513,26.364,26.364
6514,25.727,23.0
6515,23.636,29.364
6516,24.818,27.182
6517,26.545,26.364
6518,27.455,28.273
6519,28.727,23.818
6520,26.909,26.0
6521,27.0,27.364
6522,,26.636
6523,25.545,26.364
6524,25.909,27.091
6525,26.273,26.636
6526,24.273,26.182
6527,27.0,26.0
6528,28.0,28.364
6529,28.636,25.455
6530,26.727,25.455
6531,26.636,27.364
6532,26.545,26.455
6533,26.273,27.091
6534,26.364,25.0
6535,24.727,26.364
6536,25.273,
6537,26.364,28.364
6538,24.273,25.727
6539,29.0,26.091
6540,26.727,26.182
6541,25.455,26.727
6542,,25.455
6543,26.818,27.273
6544,26.818,27.636
6545,25.818,25.818
6546,25.182,26.909
6547,29.0,24.909
6548,26.455,26.455
6549,28.455,26.727
6550,26.545,25.636
6551,25.909,25.818
6552,26.091,
6553,25.909,25.273
6554,27.0,26.818
6555,25.273,27.364
6556,25.545,28.636
6557,24.364,27.545
6558,26.182,26.182
6559,28.909,26.0
6560,28.091,24.0
6561,27.636,26.273
6562,25.545,25.273
6563,27.545,26.909
6564,27.091,25.364
6565,26.364,26.545
6566,25.0,25.182
6567,25.727,27.455
6568,25.545,25.636
6569,26.455,29.091
6570,27.091,25.818
6571,,23.727
6572,27.091,25.818
6573,26.091,29.273
6574,24.636,25.636
6575,25.455,25.182
6576,24.545,25.455
6577,22.909,26.364
6578,24.909,
6579,28.727,28.364
6580,26.727,26.545
6581,26.364,
6582,26.455,23.727
6583,,25.545
6584,,27.182
6585,25.091,25.182
6586,23.455,28.182
6587,26.636,23.364
6588,25.818,24.545
6589,,26.636
6590,25.545,
6591,26.0,29.182
6592,25.182,25.909
6593,28.364,25.818
6594,26.636,26.182
6595,25.182,28.818
6596,25.182,27.091
6597,23.727,22.364
6598,26.818,26.909
6599,27.636,25.545
6600,27.091,23.818
6601,26.455,
6602,25.455,26.636
6603,,25.455
6604,27.0,26.818
6605,26.273,24.818
6606,28.182,25.182
6607,22.636,25.727
6608,26.455,27.727
6609,28.818,26.909
6610,27.545,25.364
6611,27.364,25.0
6612,27.182,26.909
6613,27.727,24.182
6614,26.818,26.909
6615,26.273,24.455
6616,23.909,25.727
6617,22.545,25.545
6618,26.455,26.182
6619,27.455,28.364
6620,27.455,28.545
6621,24.182,25.091
6622,24.727,27.818
6623,26.182,23.364
6624,25.455,26.455
6625,25.364,27.0
6626,25.909,24.636
6627,26.818,27.091
6628,26.273,27.273
6629,27.273,26.0
6630,27.0,28.636
6631,26.818,26.091
6632,26.909,24.727
6633,26.273,27.545
6634,26.545,25.273
6635,25.091,25.455
6636,24.636,26.273
6637,23.727,24.455
6638,26.091,27.818
6639,29.091,26.455
6640,26.091,26.455
6641,26.727,27.182
6642,24.909,26.727
6643,24.727,28.091
6644,26.455,24.636
6645,24.909,26.182
6646,24.455,25.0
6647,26.727,23.182
6648,27.0,25.727
6649,27.909,24.182
6650,26.455,27.182
6651,26.727,28.545
6652,27.727,26.091
6653,25.0,26.727
6654,25.364,24.273
6655,25.273,25.545
6656,25.818,24.545
6657,24.364,27.545
6658,26.364,26.364
6659,29.091,28.182
6660,27.455,28.0
6661,26.091,24.818
6662,27.273,26.545
6663,24.909,25.273
6664,25.364,26.273
6665,27.636,25.091
6666,25.0,27.455
6667,24.727,26.364
6668,26.818,27.455
6669,28.727,27.0
6670,26.455,25.636
6671,27.364,25.182
6672,27.273,26.182
6673,26.636,24.364
6674,24.182,24.364
6675,27.273,26.727
6676,25.909,28.545
6677,24.364,26.727
6678,28.273,22.727
6679,26.818,24.818
6680,25.909,27.545
6681,24.182,26.818
6682,26.455,27.545
6683,25.0,25.727
6684,24.182,27.909
6685,26.455,22.909
6686,26.182,24.182
6687,25.364,26.182
6688,24.273,26.091
6689,28.182,24.727
6690,25.727,25.818
6691,27.455,25.182
6692,26.091,25.727
6693,25.818,26.091
6694,27.636,26.0
6695,24.727,27.545
6696,26.364,26.909
6697,22.909,26.0
6698,23.818,27.182
6699,26.818,27.909
6700,27.909,23.909
6701,26.455,27.636
6702,25.273,27.818
6703,24.818,25.818
6704,24.818,27.273
6705,24.364,26.273
6706,26.727,29.455
6707,26.0,26.091
6708,23.0,25.273
6709,28.182,26.0
6710,27.091,24.818
6711,28.091,26.091
6712,25.182,26.818
6713,26.182,24.091
6714,25.818,27.909
6715,27.273,24.455
6716,27.364,25.273
6717,23.636,26.727
6718,27.909,24.727
6719,26.818,26.636
6720,26.727,25.091
6721,26.818,24.364
6722,26.727,26.909
6723,26.818,27.364
6724,,27.909
6725,24.818,25.727
6726,27.0,25.909
6727,25.636,26.909
6728,23.727,28.0
6729,28.182,25.909
6730,27.455,26.909
6731,28.182,25.364
6732,25.455,24.091
6733,26.636,26.455
6734,27.0,25.091
6735,27.091,25.455
6736,27.455,27.0
6737,24.727,22.909
6738,24.455,26.909
6739,28.091,28.727
6740,25.455,24.818
6741,28.182,27.364
6742,26.545,27.545
6743,26.273,24.727
6744,26.909,23.727
6745,25.364,25.0
6746,25.636,27.0
6747,26.0,26.364
6748,23.364,25.182
6749,28.364,23.909
6750,27.636,27.364
6751,25.091,24.273
6752,26.455,25.545
6753,27.091,27.545
6754,28.364,25.091
6755,25.818,25.091
6756,26.818,26.273
6757,24.182,25.727
6758,26.182,27.727
6759,28.182,24.818
6760,26.818,25.818
6761,25.455,26.091
6762,28.091,27.091
6763,27.455,28.545
6764,25.727,25.818
6765,25.636,27.182
6766,,22.909
6767,25.364,24.455
6768,24.364,26.818
6769,28.091,26.455
6770,24.455,24.909
6771,24.909,27.636
6772,27.091,27.182
6773,25.273,26.091
6774,26.364,28.273
6775,27.091,28.273
6776,27.273,26.091
6777,24.182,25.636
6778,24.091,25.909
6779,27.636,27.273
6780,25.545,26.273
6781,27.091,27.364
6782,25.727,28.182
6783,24.364,24.273
6784,27.545,28.091
6785,25.818,26.182
6786,27.182,26.818
6787,25.091,24.909
6788,23.818,27.364
6789,27.091,28.364
6790,26.455,24.273
6791,25.545,25.091
6792,25.182,27.909
6793,25.0,24.091
6794,26.818,26.909
6795,26.909,26.727
6796,27.455,26.091
6797,27.636,24.091
6798,28.0,27.636
6799,24.182,27.273
6800,23.727,25.182
6801,27.455,26.818
6802,24.818,26.909
6803,26.818,25.0
6804,28.0,24.545
6805,24.636,28.182
6806,25.364,27.182
6807,25.727,27.273
6808,28.091,25.727
6809,27.182,25.273
6810,23.636,30.0
6811,26.091,26.091
6812,25.909,25.545
6813,26.636,26.455
6814,24.455,26.182
6815,26.636,26.091
6816,27.182,26.727
6817,26.182,28.182
6818,28.364,24.636
6819,24.545,26.455
6820,27.182,27.273
6821,25.182,25.091
6822,26.545,25.545
6823,27.636,27.091
6824,26.0,26.545
6825,25.364,24.364
6826,25.818,25.273
6827,28.727,27.091
6828,28.818,26.636
6829,28.455,26.0
6830,24.364,26.364
6831,25.636,24.455
6832,25.545,29.0
6833,25.727,27.273
6834,25.455,28.636
6835,26.182,25.727
6836,27.636,25.364
6837,27.091,24.636
6838,27.727,23.545
6839,25.909,27.455
6840,27.091,27.091
6841,26.0,26.182
6842,26.0,26.909
6843,26.364,27.545
6844,25.545,26.455
6845,24.455,26.727
6846,26.364,23.727
6847,28.727,26.182
6848,30.0,24.818
6849,28.182,25.455
6850,23.818,27.636
6851,26.818,26.636
6852,26.091,27.273
6853,25.909,26.273
6854,26.818,26.364
6855,26.364,24.0
6856,27.727,25.364
6857,26.909,27.545
6858,28.818,27.909
6859,25.818,27.455
6860,27.545,24.364
6861,26.545,26.455
6862,26.182,27.364
6863,27.636,26.636
6864,25.273,24.636
6865,23.727,26.455
6866,25.909,29.0
6867,28.182,25.636
6868,27.545,26.091
6869,25.636,26.727
6870,25.545,26.091
6871,25.182,26.091
6872,26.545,25.727
6873,27.0,25.364
6874,27.273,27.636
6875,26.909,25.364
6876,26.455,26.727
6877,26.364,24.364
6878,29.727,26.0
6879,25.455,26.636
6880,27.091,25.091
6881,27.091,27.636
6882,29.182,26.364
6883,24.091,29.364
6884,27.091,25.455
6885,25.182,25.727
6886,27.182,26.182
6887,27.545,25.636
6888,26.273,26.818
6889,28.727,23.727
6890,26.273,28.273
6891,27.182,24.909
6892,27.545,23.182
6893,25.818,25.455
6894,25.0,25.818
6895,25.727,23.455
6896,27.364,26.273
6897,,27.818
6898,27.182,28.182
6899,25.636,25.636
6900,25.636,27.0
6901,27.727,26.091
6902,26.091,25.455
6903,26.455,26.818
6904,27.182,25.455
6905,26.818,27.455
6906,26.455,26.545
6907,26.0,23.273
6908,29.545,27.091
6909,25.727,26.818
6910,26.364,29.455
6911,27.545,26.636
6912,25.091,26.818
6913,26.455,27.0
6914,24.273,26.545
6915,25.727,27.182
6916,26.364,26.545
6917,25.091,27.091
6918,27.091,25.455
6919,26.0,26.545
6920,24.364,27.818
6921,27.636,24.273
6922,24.182,27.273
6923,28.455,25.636
6924,26.0,26.364
6925,26.273,25.727
6926,26.818,25.909
6927,26.818,26.0
6928,29.273,26.091
6929,26.091,24.0
6930,26.455,24.455
6931,27.636,27.545
6932,24.636,26.091
6933,25.727,25.909
6934,25.273,27.182
6935,25.091,27.091
6936,26.818,27.818
6937,25.909,28.455
6938,26.455,26.818
6939,26.0,25.545
6940,24.636,25.545
6941,27.727,24.455
6942,25.364,26.636
6943,24.364,26.818
6944,27.636,24.0
6945,26.182,27.0
6946,25.909,25.636
6947,26.909,27.727
6948,28.0,26.0
6949,26.636,27.909
6950,25.364,26.455
6951,25.091,25.273
6952,26.182,26.455
6953,25.364,24.364
6954,23.909,26.727
6955,27.182,27.0
6956,26.182,27.091
6957,26.091,27.727
6958,27.364,27.636
6959,28.818,26.455
6960,24.0,26.636
6961,25.636,25.727
6962,27.727,25.545
6963,26.818,27.0
6964,28.636,23.727
6965,27.273,27.091
6966,27.636,24.273
6967,26.455,25.727
6968,29.0,28.0
6969,26.364,25.545
6970,23.545,26.636
6971,26.273,26.909
6972,24.727,27.455
6973,25.909,25.455
6974,28.0,25.182
6975,26.545,24.545
6976,26.818,21.091
6977,27.091,27.636
6978,26.091,26.818
6979,26.364,27.545
6980,26.636,27.182
6981,26.727,26.727
6982,27.091,24.545
6983,26.455,26.091
6984,24.273,25.455
6985,28.0,27.364
6986,27.818,27.091
6987,26.091,28.182
6988,29.273,26.0
6989,29.818,23.909
6990,27.727,24.909
6991,25.0,27.364
6992,26.182,26.0
6993,23.818,27.364
6994,28.0,27.182
6995,26.273,
6996,25.364,27.0
6997,26.545,26.273
6998,24.909,28.0
6999,28.545,25.455
7000,25.455,25.182
7001,27.091,29.455
7002,27.0,24.818
7003,24.0,26.364
7004,25.455,25.818
7005,26.0,26.0
7006,25.727,24.909
7007,23.545,25.909
7008,25.455,26.364
7009,29.727,26.182
7010,26.727,25.636
7011,25.727,26.0
7012,25.273,24.636
7013,25.727,27.0
7014,26.636,25.455
7015,26.0,27.818
7016,26.545,28.545
7017,26.364,23.545
7018,24.273,28.182
7019,26.455,24.909
7020,27.364,25.545
7021,27.182,25.091
7022,26.273,25.273
7023,24.818,25.636
7024,25.909,28.818
7025,26.091,25.0
7026,24.636,25.091
7027,23.545,23.182
7028,26.545,25.455
7029,25.636,26.0
7030,27.636,26.636
7031,26.091,24.909
7032,24.182,27.455
7033,24.636,26.455
7034,25.727,23.273
7035,25.636,25.727
7036,26.545,24.727
7037,25.0,27.818
7038,25.909,27.091
7039,28.182,26.273
7040,26.545,25.364
7041,27.273,25.909
7042,27.727,26.273
7043,24.909,26.909
7044,26.545,24.909
7045,26.818,24.727
7046,24.818,27.455
7047,22.727,24.909
7048,24.364,26.455
7049,27.182,25.455
7050,27.909,24.273
7051,27.0,26.818
7052,28.818,27.727
7053,26.909,
7054,23.273,26.364
7055,25.273,
7056,27.455,26.636
7057,25.818,26.818
7058,24.273,23.636
7059,26.727,26.455
7060,26.636,27.545
7061,26.364,27.273
7062,24.364,26.909
7063,25.273,24.636
7064,25.909,25.727
7065,25.909,28.0
7066,26.091,26.455
7067,24.455,24.909
7068,24.909,27.364
7069,24.909,25.273
7070,25.0,25.455
7071,25.909,24.455
7072,26.455,26.727
7073,28.0,24.182
7074,26.455,25.182
7075,27.091,27.273
7076,26.273,26.182
7077,26.364,25.818
7078,24.545,22.636
7079,26.273,24.455
7080,26.545,25.909
7081,24.727,26.273
7082,,25.636
7083,25.273,23.455
7084,27.545,26.545
7085,25.273,27.091
7086,27.0,27.818
7087,26.727,26.273
7088,23.364,25.818
7089,26.727,27.0
7090,26.909,25.909
7091,28.545,23.909
7092,23.0,26.727
7093,25.455,27.182
7094,26.364,28.182
7095,26.273,24.273
7096,26.091,26.727
7097,25.0,26.818
7098,26.364,24.727
7099,26.455,26.273
7100,28.364,25.818
7101,27.364,27.364
7102,,24.545
7103,24.364,26.727
7104,27.0,27.455
7105,26.182,27.909
7106,27.364,25.636
7107,25.818,27.0
7108,23.0,26.818
7109,26.545,26.0
7110,27.545,27.727
7111,25.273,26.455
7112,26.636,28.0
7113,24.727,25.909
7114,26.545,22.636
7115,27.0,26.182
7116,26.182,26.545
7117,25.182,25.091
7118,27.182,25.636
7119,25.273,24.818
7120,28.909,27.455
7121,27.818,27.727
7122,25.091,26.091
7123,24.636,26.818
7124,27.455,26.636
7125,24.909,26.818
7126,28.0,26.273
7127,26.182,23.818
7128,23.364,25.818
7129,26.0,25.091
7130,27.455,23.818
7131,28.273,25.455
7132,26.364,27.273
7133,25.636,26.909
7134,24.455,26.0
7135,26.636,28.909
7136,25.818,27.273
7137,27.636,25.636
7138,24.364,25.273
7139,27.091,25.727
7140,28.545,28.455
7141,26.545,24.273
7142,25.091,26.273
7143,24.364,28.727
7144,27.636,25.545
7145,25.0,25.727
7146,24.455,25.818
7147,26.636,27.364
7148,24.818,24.818
7149,26.182,24.273
7150,28.0,27.545
7151,26.273,25.455
7152,,25.364
7153,24.364,26.545
7154,26.727,24.818
7155,27.818,26.818
7156,26.0,26.0
7157,27.545,27.545
7158,25.0,28.636
7159,26.091,25.909
7160,26.818,27.545
7161,27.455,28.455
7162,24.273,22.182
7163,25.0,26.273
7164,26.909,25.818
7165,25.364,26.818
7166,26.182,27.364
7167,27.364,28.364
7168,25.091,24.636
7169,28.636,27.636
7170,26.182,26.364
7171,28.182,26.273
7172,26.909,26.364
