"id","home_team_api_id","away_team_api_id","Home_Team_Aggression","Home_Team_Potential","Home_Team_Stamina","Home_Team_OverallRating","Home_Team_FreeKick","Home_Team_Heading_accuracy","Home_Team_Short_passing","Home_Team_Solleys","Home_Team_Dribbling","Home_Team_Curve","Home_Team_Long_passing","Home_Team_Ball_control","Home_Team_Acceleration","Home_Team_Sprint_speed","Home_Team_Agility","Home_Team_Reactions","Home_Team_Balance","Home_Team_Shot_power","Home_Team_Vision","Home_Team_Marking","Away_Team_Aggression","Away_Team_Potential","Away_Team_Stamina","Away_Team_OverallRating","Away_Team_FreeKick","Away_Team_Heading_accuracy","Away_Team_Short_passing","Away_Team_Solleys","Away_Team_Dribbling","Away_Team_Curve","Away_Team_Long_passing","Away_Team_Ball_control","Away_Team_Acceleration","Away_Team_Sprint_speed","Away_Team_Agility","Away_Team_Reactions","Away_Team_Balance","Away_Team_Shot_power","Away_Team_Vision","Away_Team_Marking","labels"
656,9993,9994,57,70,70,64,71,56,60,47,54,49,55,61,64,66,64,62,66,62,58,39,57,69,66,65,76,56,61,46,57,51,58,63,65,66,61,64,67,66,61,43,1
623,9987,9997,59,73,67,68,75,57,63,50,55,53,60,62,63,67,64,64,63,66,61,43,61,66,67,62,68,50,58,44,53,50,55,58,65,67,67,62,62,58,58,49,1
2665,8483,8654,64,77,69,73,81,57,66,53,61,57,61,67,74,74,68,72,69,61,67,49,68,79,75,74,72,62,65,55,59,54,58,65,69,70,60,72,72,64,64,50,2
18004,10214,9772,71,74,70,70,75,62,64,49,63,55,64,66,72,72,70,72,68,64,62,58,69,85,76,79,86,69,71,67,71,67,74,73,76,75,76,79,74,70,75,51,2
2909,9825,9879,66,83,69,80,86,62,73,58,66,59,67,72,70,70,69,79,61,71,66,54,73,78,74,77,82,69,68,61,60,53,61,69,61,65,62,76,58,72,62,52,1
25560,9931,9956,62,75,75,71,74,60,67,54,64,60,65,68,73,76,75,69,70,68,62,54,60,70,64,67,71,55,59,46,54,45,55,59,65,65,63,62,64,61,50,54,1
11880,9882,8564,70,78,71,73,74,61,68,56,63,58,62,69,70,70,69,71,64,65,57,52,71,83,72,79,77,65,72,62,69,63,67,73,74,74,71,76,63,73,63,54,1
20319,9927,8548,66,70,68,66,68,62,58,36,53,45,51,63,64,66,54,60,60,61,54,47,67,78,74,74,72,63,65,40,62,52,55,67,71,73,72,70,76,60,66,51,2
13755,9839,9908,62,69,68,65,73,53,58,42,56,46,55,63,66,63,61,67,59,56,56,44,66,76,72,69,76,55,61,46,56,48,54,61,71,71,69,69,65,55,62,52,2
16216,8322,8569,47,63,68,57,59,47,47,38,43,42,43,49,62,53,59,52,54,39,48,39,59,65,61,59,53,58,55,50,53,37,54,57,62,61,44,60,52,51,46,39,0
5643,8639,9847,68,83,73,77,76,63,72,49,63,57,63,72,74,74,72,76,73,63,70,57,68,83,71,76,85,66,71,52,64,58,63,71,71,71,70,74,71,65,73,56,1
23303,9906,8633,71,83,76,81,78,65,70,54,66,63,66,73,69,72,69,80,63,72,66,55,68,82,66,80,75,65,70,57,61,60,60,68,64,68,64,75,61,68,65,50,2
11462,6269,9875,62,70,60,66,68,53,61,41,51,47,55,59,65,60,60,66,61,59,60,46,72,81,72,80,77,66,71,63,65,56,64,70,71,71,71,77,62,74,68,56,1
16982,8020,10265,59,65,67,64,65,53,57,41,55,49,54,56,66,66,64,65,66,59,53,52,52,67,65,64,70,50,59,50,59,47,58,53,64,63,67,61,65,50,52,52,0
9225,8358,9904,65,76,70,73,75,61,65,50,60,56,56,64,63,66,62,73,61,67,55,51,62,78,68,74,74,61,68,54,65,55,61,68,70,72,68,75,64,64,58,49,0
4478,8659,8678,70,74,67,74,77,68,67,50,56,52,61,68,61,59,59,72,56,65,59,60,63,73,70,71,70,54,66,44,62,53,62,65,67,67,65,67,67,61,62,52,2
10103,8262,9789,71,73,70,72,72,63,63,44,56,50,57,62,63,65,60,70,58,62,51,52,62,82,70,77,75,64,70,55,65,59,64,68,70,71,69,77,65,68,65,57,2
4164,10260,8197,66,84,72,81,84,63,72,64,71,64,68,74,73,74,74,79,67,70,67,47,67,73,70,71,70,63,60,49,61,48,53,62,67,69,59,70,62,62,55,51,0
19402,9773,10238,67,82,75,78,83,61,71,54,70,61,68,71,74,74,72,77,68,73,67,52,61,75,70,69,71,57,62,46,62,53,57,63,68,70,66,66,63,66,57,49,0
6647,10242,9941,62,71,68,67,77,57,63,42,48,44,57,59,60,59,66,62,63,55,59,50,67,78,70,72,75,60,66,46,63,55,61,65,73,70,65,70,65,63,58,58,2
13427,10229,8674,67,77,72,72,73,62,67,51,64,56,62,67,69,68,68,70,72,60,67,49,68,76,67,70,70,60,65,47,61,50,62,67,68,69,62,64,64,58,62,57,0
3668,8654,8455,68,74,68,73,76,62,65,56,62,55,63,67,58,63,56,71,61,64,65,55,68,83,72,81,79,69,71,60,67,64,67,71,69,72,68,81,63,68,66,57,2
6821,9851,9748,59,76,70,72,76,61,68,49,62,53,62,66,67,71,67,69,65,62,56,54,66,78,71,74,82,64,68,55,64,54,60,67,68,70,67,73,65,71,62,52,0
14003,8464,9791,63,74,71,68,75,50,63,52,58,58,60,64,67,68,66,68,67,67,60,47,63,71,71,67,74,51,58,48,60,47,50,64,68,69,68,68,65,59,61,46,1
22261,10281,9783,61,78,69,74,82,63,67,48,62,55,70,67,67,67,58,66,62,68,51,54,65,82,75,75,87,64,68,52,62,56,68,70,74,77,67,74,71,65,70,59,0
17266,2182,1601,60,70,68,66,69,59,58,43,56,55,58,59,69,70,67,63,61,56,52,47,54,64,64,62,71,49,57,49,51,47,57,54,59,63,63,60,60,53,50,49,0
17724,6403,9773,54,65,63,59,74,48,53,26,47,29,46,53,59,62,41,61,39,44,34,42,70,81,76,76,81,68,66,50,64,58,66,67,76,74,72,74,74,69,74,56,2
24099,10268,8315,62,76,69,73,83,57,68,49,63,60,62,69,67,68,67,70,65,60,59,51,66,80,76,77,80,66,69,56,64,57,65,71,71,70,66,75,64,68,64,53,2
7807,10242,9747,56,72,66,69,77,50,64,46,57,52,59,63,62,64,66,66,68,60,56,46,58,74,60,70,71,60,62,46,54,47,56,63,63,63,65,70,64,59,51,50,2
7189,7794,9827,66,70,61,68,75,59,64,39,52,52,60,62,62,62,64,66,68,55,56,58,67,75,65,72,73,62,66,46,58,53,59,63,62,66,64,69,58,62,59,55,1
11442,8564,8533,75,83,77,81,83,67,73,65,67,66,68,73,71,72,68,78,59,77,70,56,67,75,63,73,66,63,66,55,56,51,62,64,60,64,58,71,58,68,61,56,0
7003,9748,9851,63,79,70,74,82,63,68,54,63,53,60,68,69,71,66,72,68,71,60,53,64,77,68,74,73,61,69,49,63,55,61,68,68,70,68,72,63,63,62,53,1
11888,8686,8636,75,80,70,77,82,65,70,58,69,61,66,74,67,65,67,76,65,69,65,54,73,82,70,79,82,62,70,55,65,60,67,73,73,74,69,77,68,71,58,61,1
23574,9865,9906,68,73,73,69,75,51,61,43,55,57,59,61,66,68,63,70,64,61,58,44,73,81,71,79,86,65,71,57,67,65,66,73,71,72,70,77,66,68,67,57,0
16984,1957,8027,50,65,68,62,61,51,58,40,54,47,54,54,62,61,59,54,63,55,51,48,54,63,59,61,61,51,55,48,52,45,50,56,64,65,62,58,63,55,51,43,1
3787,8455,8654,65,83,73,82,79,65,71,57,68,63,67,72,72,74,70,81,66,67,65,56,70,74,71,73,74,68,63,57,61,55,63,66,58,64,56,71,60,69,62,60,1
3583,8466,10252,63,77,75,71,78,58,67,50,64,54,62,68,71,70,72,67,67,62,64,48,61,78,74,74,77,57,68,55,62,53,58,68,72,72,65,74,62,67,60,47,0
16491,8020,8021,56,64,64,61,67,47,50,31,49,43,52,55,61,59,61,51,64,53,45,49,50,58,71,53,59,50,52,43,49,44,50,50,66,64,62,54,63,54,51,38,0
9975,9810,9823,69,78,69,75,78,63,68,53,62,56,65,67,65,68,67,74,63,65,63,53,66,85,72,84,84,64,78,64,73,69,71,77,73,73,72,83,73,72,76,54,1
7445,9837,7819,62,74,62,71,71,57,64,49,59,51,58,65,64,67,64,69,62,61,53,47,63,74,58,71,73,61,65,47,56,47,61,64,55,59,61,66,61,53,58,52,2
2781,8654,8655,68,78,71,72,76,65,62,50,60,54,51,65,67,69,64,70,73,62,61,46,72,81,73,75,84,67,64,55,60,49,56,67,71,72,63,73,69,66,65,52,1
10490,9885,8533,75,86,77,80,96,69,72,59,65,60,70,71,79,77,69,79,74,72,76,56,70,76,70,71,74,62,65,53,55,49,62,63,70,68,64,67,71,63,66,56,1
15534,8277,10218,57,75,65,70,75,55,66,47,59,51,60,67,70,67,68,64,68,62,54,52,61,68,67,67,74,53,62,41,58,49,54,62,62,57,61,63,62,59,53,50,1
5941,9836,8592,60,72,66,66,68,58,63,38,52,50,56,59,63,63,59,64,56,50,56,54,70,82,72,78,77,66,73,48,62,55,64,71,75,72,70,73,63,69,64,56,2
23960,8560,8302,62,79,67,76,80,60,71,45,63,65,64,70,65,68,66,73,65,64,59,49,69,80,74,76,77,58,69,47,66,61,62,70,71,74,73,74,70,64,61,54,0
6815,8639,9851,59,78,71,75,72,63,70,46,63,52,63,67,69,69,64,72,65,64,61,52,60,77,70,74,76,63,69,49,62,53,62,67,68,71,67,73,67,63,60,55,1
14039,9839,10218,56,70,65,64,77,53,53,41,52,46,48,59,66,67,63,63,60,56,49,42,62,73,66,65,70,56,58,41,50,50,54,58,68,69,64,62,67,55,52,49,0
12842,10167,8686,57,74,59,71,89,57,66,48,59,59,63,65,61,62,64,67,66,65,58,49,67,79,71,77,85,60,70,54,68,60,67,72,71,71,71,76,65,69,63,54,2
7458,9837,9829,62,74,63,72,78,60,66,47,59,54,60,66,61,64,61,68,63,58,56,49,71,80,69,77,79,63,70,50,65,59,65,69,64,65,66,76,64,67,65,59,2
3719,10252,9826,75,77,73,73,63,59,62,58,62,58,52,65,71,71,66,71,59,68,54,48,63,73,73,71,77,59,62,47,57,46,59,64,68,70,62,70,67,60,58,53,2
25786,9956,9824,55,69,63,66,72,53,58,44,55,45,53,59,66,65,62,63,63,60,51,50,60,63,64,59,62,53,56,44,53,48,52,57,61,63,61,60,58,57,49,41,2
12914,9857,8524,68,77,67,72,77,60,65,46,58,51,59,64,68,69,67,70,66,59,52,52,67,75,67,73,71,60,63,49,56,53,58,61,64,64,63,69,64,66,48,53,0
18944,10264,158085,66,75,62,71,78,60,61,46,58,52,55,62,66,66,68,69,65,63,56,49,59,70,65,67,75,52,60,49,58,55,55,61,63,65,66,66,64,62,56,45,1
4451,8668,9826,63,82,72,77,78,60,70,50,67,51,62,70,71,74,68,75,62,66,64,51,70,77,72,76,81,63,66,47,59,51,64,68,66,65,62,72,64,66,65,56,1
5427,9874,4170,58,74,66,67,77,55,60,47,55,53,58,62,65,65,64,64,58,55,57,47,64,70,67,65,67,56,59,46,51,46,58,58,63,63,58,62,57,49,57,42,2
12448,9875,9876,64,79,73,76,82,60,69,62,68,62,62,71,75,74,72,71,69,67,63,51,63,73,63,71,72,60,65,53,57,54,57,65,63,62,59,68,60,64,59,54,0
12198,8636,10167,67,81,69,78,82,61,72,55,66,60,67,73,70,73,68,77,66,70,63,57,65,77,64,74,80,55,69,55,60,60,65,68,67,66,66,72,68,69,58,52,1
17083,8021,10265,58,65,69,63,59,58,56,47,50,44,53,57,61,62,61,59,64,58,53,47,49,68,59,64,79,49,59,47,56,45,51,53,64,62,61,62,59,59,50,44,0
11544,9885,8551,70,84,77,81,86,64,73,67,65,67,69,71,75,75,72,80,67,73,68,58,60,73,64,70,67,60,63,49,57,49,52,64,67,64,66,68,72,62,59,47,1
23972,9865,9783,66,75,68,72,78,56,63,49,57,56,56,66,65,68,65,70,64,62,55,48,66,76,66,72,82,54,65,48,58,58,61,67,66,69,66,70,66,58,59,51,1
19101,9764,10214,65,71,68,67,69,56,59,43,59,49,56,61,67,67,65,63,64,62,51,46,70,75,73,70,66,61,63,45,63,56,57,64,68,69,66,69,62,62,54,49,1
15064,8277,8611,54,76,70,71,82,59,67,50,65,56,61,68,69,69,69,69,64,62,61,48,62,77,68,71,76,56,65,50,64,60,61,67,73,68,72,69,67,60,61,48,0
23389,9906,9864,70,83,73,80,82,62,70,57,69,63,65,73,71,71,72,78,66,71,67,50,71,77,70,76,78,58,68,47,58,60,62,68,65,67,67,74,63,65,62,53,0
4851,9855,8583,62,74,65,68,76,60,64,36,56,32,59,64,66,65,43,64,40,60,43,49,65,77,70,70,64,62,60,47,52,47,56,61,69,66,64,68,68,59,61,52,1
17950,10214,9773,71,75,71,70,77,62,64,46,63,51,64,66,72,72,65,72,63,66,59,60,72,84,77,78,80,67,72,52,68,54,70,70,77,77,72,79,73,66,74,52,2
22416,8560,9865,65,77,71,73,72,55,68,46,61,70,66,69,69,70,67,69,68,63,68,48,67,78,73,73,72,60,63,47,59,48,54,65,71,71,69,72,69,66,61,45,0
20051,8597,8548,58,69,67,64,68,59,62,33,56,40,57,60,60,62,54,59,59,44,51,48,69,79,72,73,71,64,65,47,59,53,59,63,67,69,72,69,74,63,67,54,2
2404,8455,10194,72,86,76,83,87,73,72,66,68,64,67,76,76,77,69,78,77,74,74,50,73,77,72,73,79,65,61,48,56,52,58,63,69,70,67,68,72,63,58,53,0
1629,274581,9987,61,69,61,66,72,58,58,44,47,42,53,55,60,62,62,63,59,55,52,49,64,75,69,70,71,59,61,48,58,49,58,63,71,71,66,68,65,61,56,47,2
18932,9772,9764,71,81,72,78,81,65,69,60,70,64,66,72,68,70,70,75,64,73,65,58,63,70,64,66,78,56,58,44,57,51,51,60,61,59,61,63,64,64,50,47,0
7502,8639,9853,67,76,67,73,81,57,69,48,62,58,61,66,66,68,68,70,70,62,62,53,67,77,70,76,79,62,70,53,61,60,64,66,68,68,67,72,66,67,64,56,0
12255,8524,8529,70,75,62,72,79,59,67,52,59,59,61,66,63,61,62,70,68,69,57,52,68,77,65,74,84,58,69,52,63,62,62,68,70,70,68,72,68,61,59,51,0
20419,9800,8457,54,66,63,61,73,52,57,31,55,41,50,56,62,62,63,60,62,46,51,42,52,63,60,60,62,57,55,41,53,45,48,55,57,57,59,57,61,55,52,40,0
23897,9865,8302,66,73,69,71,78,56,63,45,56,57,60,65,64,65,62,66,63,59,55,50,71,79,70,78,78,61,71,52,65,62,68,70,68,68,67,75,65,68,63,50,2
2233,8668,8191,75,82,77,78,77,69,70,62,63,54,68,70,74,75,70,75,76,72,72,62,63,75,74,73,78,55,64,48,62,48,62,65,72,71,64,65,66,65,65,48,0
23239,8560,10281,63,78,67,75,74,59,65,50,64,66,63,69,68,68,67,71,63,61,64,44,62,73,67,72,68,56,64,44,60,56,61,68,64,66,64,68,65,63,58,47,0
1515,9987,274581,64,75,69,70,71,62,61,45,57,45,56,63,70,73,66,68,65,57,55,49,60,70,63,67,72,56,58,48,53,48,55,58,62,63,65,65,64,57,51,46,2
4371,9826,8455,68,74,72,73,70,63,64,47,57,47,59,64,63,65,60,71,63,63,54,56,60,84,73,82,81,66,73,59,68,63,68,71,71,73,69,82,64,69,68,56,2
21593,10205,8634,65,83,74,79,78,65,73,57,66,65,71,72,74,76,68,78,70,71,74,59,67,88,77,83,89,68,77,60,69,65,75,76,79,78,73,83,78,65,80,56,2
5467,9874,8583,60,76,68,69,75,56,62,48,57,54,63,63,67,66,65,63,57,58,57,47,66,79,70,72,72,63,62,48,54,51,57,61,72,73,64,65,69,60,64,50,2
13708,10228,9908,71,75,75,69,71,63,63,48,61,52,62,64,67,68,64,70,66,66,65,48,64,74,74,70,74,55,64,40,56,48,58,62,67,69,59,71,58,57,56,52,0
24335,8558,8560,67,76,69,73,76,59,66,42,59,54,60,67,66,67,65,71,66,62,55,52,66,80,65,75,77,57,67,46,61,56,60,65,69,69,67,72,63,61,59,52,2
24659,9824,10199,56,67,58,58,53,50,54,7,47,6,49,54,58,61,15,53,12,47,12,40,60,68,61,59,63,51,55,34,53,35,52,54,63,63,50,60,50,54,39,45,2
3997,10003,8472,61,78,71,76,82,56,69,48,65,55,60,70,72,71,71,73,71,63,64,51,71,76,75,73,88,61,65,53,61,59,61,67,66,66,68,72,69,63,58,57,0
15383,8277,10228,58,73,71,70,72,55,67,49,63,59,63,67,67,68,69,69,68,64,58,52,60,73,66,66,73,59,62,48,60,48,56,62,68,68,66,65,64,58,58,50,1
19374,10264,9772,66,76,70,72,72,60,64,51,63,60,59,67,69,68,68,70,65,69,56,49,70,79,72,77,78,61,69,63,69,63,66,71,69,70,70,74,66,74,63,56,0
23800,8370,9906,58,74,63,71,85,55,63,43,61,51,56,65,64,67,60,67,60,58,53,43,72,82,76,80,75,67,71,56,66,63,67,71,71,72,71,79,63,69,65,56,1
20653,8467,10251,60,65,66,64,70,56,55,35,55,50,51,59,60,61,65,59,63,52,53,46,61,69,70,63,71,53,60,32,54,47,56,60,69,69,71,62,69,54,52,49,2
12332,9875,8686,62,81,70,79,82,64,69,61,65,64,63,71,71,72,68,76,64,70,66,53,71,82,72,79,86,64,69,55,67,59,67,72,71,71,69,79,65,70,63,63,0
1737,8667,9879,67,75,72,70,78,59,58,49,53,46,55,62,62,67,59,65,65,57,60,50,69,78,74,73,88,65,67,60,57,59,66,69,69,72,63,67,71,67,69,52,0
14087,8277,8611,46,74,66,65,71,54,59,41,58,47,50,61,69,71,66,62,63,52,53,44,60,79,73,73,84,57,65,52,62,56,57,67,71,72,70,75,72,70,64,49,2
20976,9927,8649,62,68,65,65,76,56,58,37,54,47,54,58,65,65,65,63,57,59,54,48,59,65,62,61,78,50,54,43,53,44,51,55,63,62,62,60,60,53,52,45,0
19270,10264,6547,67,75,69,72,72,63,64,50,63,58,54,65,68,68,67,71,63,67,56,50,58,69,59,65,62,54,57,42,54,47,53,58,63,63,66,64,64,56,51,50,0
20232,9800,8597,54,67,65,62,53,56,53,33,52,39,45,56,60,61,56,59,67,47,49,43,54,70,69,65,71,53,61,38,59,47,56,61,63,64,63,61,67,49,59,43,2
12132,9882,8529,68,78,73,72,72,58,66,57,61,57,61,66,71,71,68,72,63,67,63,53,77,79,69,75,84,60,69,55,64,60,63,70,70,70,69,72,66,71,64,54,2
22030,8315,9868,76,79,75,75,62,62,66,55,59,55,63,64,71,72,63,75,69,62,67,58,64,75,68,70,75,55,61,52,52,54,60,61,65,66,62,66,71,55,63,52,0
2904,8472,9879,73,78,72,75,71,65,66,49,62,56,61,67,69,69,62,71,62,63,59,62,73,78,71,77,80,67,67,57,58,50,59,67,60,63,61,74,59,68,61,55,1
7894,8177,9810,68,82,71,76,78,67,65,50,61,53,62,68,75,76,66,71,70,66,66,47,66,78,74,71,74,74,68,48,62,55,60,67,73,70,65,70,70,65,66,57,0
22736,8315,8696,74,80,76,76,78,57,68,52,63,62,61,68,72,70,68,77,62,65,69,51,71,73,65,72,80,56,59,45,54,60,58,63,60,59,59,68,61,61,60,48,1
3201,8559,9850,67,75,66,73,83,61,64,55,58,50,56,64,63,64,64,68,67,64,59,47,58,73,71,69,72,52,60,45,58,44,56,62,71,69,62,65,66,59,62,49,2
2874,10172,8559,65,73,64,71,81,58,61,52,58,52,54,64,64,64,66,68,65,61,59,42,67,76,68,74,83,58,65,53,59,50,58,64,63,64,63,68,65,63,61,48,2
17214,8023,8673,57,66,68,63,75,50,55,44,56,50,54,56,67,64,60,57,63,52,52,49,65,70,66,67,76,56,59,50,57,48,56,59,68,66,64,62,61,57,60,49,0
23909,8558,8302,65,75,70,73,75,57,66,49,61,62,63,67,64,67,67,72,67,64,61,48,68,78,71,76,77,65,70,49,63,56,67,69,69,71,65,74,64,70,61,52,2
3287,8659,8455,67,76,72,73,82,63,67,47,61,49,59,67,67,67,65,71,62,66,57,52,63,83,73,78,79,65,71,55,67,61,64,73,75,75,72,74,62,65,63,50,0
25671,10191,9930,56,63,60,61,62,47,53,46,50,45,47,56,62,63,59,57,66,53,52,41,53,62,60,61,74,51,57,49,54,49,56,58,64,64,64,60,63,57,53,49,1
7282,8588,8592,62,71,66,68,68,59,61,41,57,45,57,62,64,67,65,65,61,56,55,49,69,79,72,76,79,62,69,46,66,54,64,69,74,71,69,72,68,66,59,52,2
14291,8611,10229,58,77,70,73,64,59,64,48,58,48,55,64,62,65,63,73,57,65,57,48,59,72,74,68,86,56,63,48,60,48,56,62,61,68,63,66,55,64,57,47,0
20156,8548,8066,70,78,74,73,72,66,67,42,60,49,57,66,69,70,71,70,76,63,66,52,56,67,65,61,61,52,56,32,53,36,45,56,58,59,59,56,59,47,50,41,1
10022,8262,8177,65,72,72,71,74,61,62,46,59,53,57,64,68,69,65,69,63,61,52,48,61,77,67,73,77,59,68,45,61,52,58,65,67,68,66,70,66,56,57,55,2
17206,8245,10265,62,62,62,59,72,52,53,42,50,43,47,52,64,65,65,54,61,50,44,50,55,68,62,65,79,56,58,45,56,46,54,56,59,61,62,63,60,52,48,48,0
147,9986,9998,54,71,61,64,72,55,52,35,56,34,48,56,58,65,46,59,45,51,44,41,61,67,64,62,69,51,58,31,49,30,50,59,61,62,40,61,40,57,36,43,0
24337,9869,9783,59,78,72,73,77,55,66,49,59,56,62,66,73,71,71,69,70,62,59,54,65,77,69,75,78,56,68,49,62,61,66,71,62,63,65,72,63,60,63,54,1
11172,9976,8636,67,78,70,70,78,59,64,47,53,46,59,64,67,69,66,69,71,67,64,53,75,86,76,81,82,72,74,64,67,61,68,74,73,75,70,78,77,75,75,52,2
1315,10000,9991,58,71,66,66,68,56,61,47,58,47,56,62,65,66,66,65,62,58,52,44,60,72,71,67,66,61,61,50,58,47,57,62,64,66,61,64,60,63,60,51,0
9624,9776,10269,61,72,67,70,73,58,63,51,60,58,55,61,73,72,72,67,72,65,57,49,60,77,67,73,79,57,69,53,66,59,60,69,72,73,70,73,66,66,59,52,2
14835,8611,8464,62,77,68,71,76,56,66,50,65,60,61,68,73,68,72,70,67,61,61,48,68,69,67,67,70,60,60,41,55,53,55,58,60,61,59,63,59,62,55,50,1
21030,9927,8426,64,68,66,64,76,62,59,37,56,46,53,61,66,66,65,60,60,59,54,49,55,68,67,61,58,53,56,35,55,43,50,55,65,67,63,57,66,51,46,44,0
12224,9804,8533,72,76,65,73,80,61,64,47,55,54,60,64,64,64,61,72,58,62,52,57,71,75,66,72,76,66,66,50,56,53,58,63,61,62,61,70,55,70,53,54,0
14236,10218,10229,58,67,69,64,60,57,55,42,52,45,54,56,59,61,58,62,58,61,51,47,62,77,74,72,88,58,66,49,63,54,60,66,66,70,68,72,60,66,62,50,1
3412,9850,8586,67,76,73,73,83,63,63,51,58,54,61,68,66,68,65,69,65,68,62,49,71,83,79,81,84,64,70,58,66,59,64,72,76,77,74,78,70,73,65,53,1
22422,8302,9864,71,83,72,78,83,63,70,54,68,60,62,71,74,74,71,74,70,69,68,52,66,79,64,73,81,57,65,48,58,56,59,65,70,72,67,70,72,67,63,46,1
12937,8535,8534,66,78,71,76,83,63,69,44,64,55,66,70,69,69,66,74,61,68,59,55,65,76,67,72,71,56,64,50,62,56,60,66,72,69,68,69,70,61,54,45,1
11200,9875,8530,71,82,76,77,80,65,70,59,64,53,64,68,74,75,73,75,72,66,71,60,67,76,71,72,82,57,63,54,61,58,59,65,72,72,68,70,70,68,65,49,0
15606,8526,7788,58,71,66,66,71,52,60,42,60,52,58,62,66,65,65,61,64,61,57,45,51,68,64,66,68,52,61,43,61,51,59,60,66,66,61,60,63,59,53,46,1
9289,8165,9810,68,76,66,73,67,64,65,48,56,51,52,65,62,62,60,72,60,67,55,47,64,76,72,73,72,61,68,52,63,48,59,68,69,70,68,72,66,65,60,50,2
17029,10265,8023,54,67,61,65,70,49,60,51,58,46,56,53,66,64,64,63,65,54,52,48,60,66,65,64,63,50,58,47,58,49,55,55,64,66,61,61,62,53,54,50,0
23696,10281,8633,63,74,69,72,70,59,64,44,61,57,63,65,67,68,65,69,66,60,57,54,69,85,73,83,83,66,74,58,68,70,67,76,77,76,76,80,69,70,70,53,1
5458,9873,9748,64,76,71,70,74,59,65,39,55,47,61,64,67,66,65,63,69,61,61,52,70,83,75,78,79,67,70,50,55,55,69,69,74,76,71,76,74,64,66,56,1
23067,8370,9910,65,73,64,71,85,51,63,46,57,60,60,65,63,65,63,68,65,65,59,45,64,74,70,72,78,53,59,44,55,55,58,63,67,68,68,71,67,64,60,46,0
3478,8528,10194,67,76,71,74,73,60,66,46,63,51,59,67,68,70,65,70,64,65,59,51,72,78,76,74,78,64,66,49,57,49,62,65,67,67,66,71,59,63,59,54,1
18891,158085,9807,60,70,67,67,75,55,57,47,55,51,52,60,63,65,64,66,61,58,53,47,63,70,62,67,77,54,58,42,56,47,54,59,63,65,62,66,62,56,49,49,0
1079,9991,8475,59,72,69,68,72,56,64,51,62,56,62,66,70,68,70,66,61,63,59,44,62,67,66,65,66,55,62,41,52,50,57,60,60,62,60,64,59,60,57,48,2
10813,8551,9875,66,78,71,70,66,59,62,53,60,54,65,65,72,70,66,70,70,62,67,48,72,81,74,76,78,65,69,56,61,43,67,68,74,72,68,74,71,66,70,57,1
22861,8581,10205,65,74,63,73,81,56,66,50,59,56,59,66,62,67,59,71,55,64,64,49,67,79,72,75,78,58,67,50,61,60,62,67,68,68,67,73,66,65,64,47,0
6942,9837,9874,61,75,68,71,77,59,65,44,58,53,59,65,63,70,67,66,62,56,57,49,65,72,64,68,76,56,67,45,57,55,62,64,66,67,67,66,68,57,58,52,2
3785,8472,10194,68,76,68,73,88,60,67,49,63,61,59,66,65,68,63,72,63,67,55,53,70,76,71,74,75,64,69,54,63,56,63,68,66,64,68,72,58,65,62,55,0
10321,9804,8535,68,79,75,73,71,66,66,44,59,45,63,65,71,70,62,69,63,64,57,54,66,85,78,80,87,69,72,60,64,61,68,73,76,75,69,78,73,64,73,56,2
8328,9905,9789,61,77,65,71,74,61,65,48,55,49,61,62,65,66,60,67,70,62,62,46,66,82,74,76,78,64,69,62,65,58,68,70,73,75,69,76,74,71,70,48,0
12351,9804,8537,70,77,66,75,78,64,65,46,57,56,62,66,63,65,58,74,54,65,54,56,60,74,67,70,73,61,65,46,61,52,59,65,67,65,65,69,57,60,55,54,0
5331,8689,9874,67,76,72,69,67,60,65,49,54,46,63,63,68,68,67,67,68,61,68,57,59,76,65,67,68,55,59,42,54,52,59,60,67,66,64,64,58,55,55,49,0
11391,10233,8636,74,82,72,76,72,65,66,51,57,51,60,68,70,70,66,75,69,64,70,62,73,87,79,82,90,67,76,65,71,61,69,75,78,78,75,78,76,76,77,55,2
1140,9984,10000,62,68,67,64,70,59,58,41,47,41,52,56,57,59,59,63,58,61,52,46,59,70,73,68,72,51,63,43,55,48,60,63,68,69,69,67,69,62,59,45,2
21211,9800,9925,55,66,62,61,67,51,55,38,54,44,51,57,66,67,60,55,62,52,46,44,59,76,71,72,73,55,67,48,66,59,62,67,73,74,74,68,69,66,62,51,2
14654,8611,8593,61,77,74,73,76,60,68,52,60,56,63,67,68,68,66,72,60,66,63,49,58,79,73,75,74,64,72,54,65,59,65,72,71,68,71,73,67,69,66,50,2
18799,10215,9772,63,72,67,68,72,55,61,45,58,54,52,61,69,69,68,66,67,63,56,48,67,81,73,77,87,64,68,56,68,61,65,71,71,70,69,77,64,72,65,49,1
19173,10215,10212,64,71,62,67,65,61,56,45,51,47,50,58,62,61,61,63,59,60,49,49,61,71,65,68,74,56,61,45,57,50,55,62,64,64,64,64,61,61,53,49,1
23796,9865,8370,65,73,70,70,77,50,63,47,55,56,60,62,65,67,65,69,67,57,60,41,64,76,66,72,85,49,65,50,66,60,63,69,68,69,70,66,67,59,63,42,2
24748,9930,9931,50,67,56,58,53,45,56,18,51,21,52,55,61,63,29,56,27,48,24,44,63,75,67,68,86,60,62,48,60,49,54,63,64,68,63,64,67,66,65,49,2
