@relation randomized_final_dataset-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R1

@attribute home_team_api_id numeric
@attribute away_team_api_id numeric
@attribute buildUpPlaySpeed_home numeric
@attribute buildUpPlayPassing_home numeric
@attribute chanceCreationPassing_home numeric
@attribute chanceCreationCrossing_home numeric
@attribute chanceCreationShooting_home numeric
@attribute defencePressure_home numeric
@attribute defenceAggression_home numeric
@attribute defenceTeamWidth_home numeric
@attribute buildUpPlaySpeed_away numeric
@attribute buildUpPlayPassing_away numeric
@attribute chanceCreationPassing_away numeric
@attribute chanceCreationCrossing_away numeric
@attribute chanceCreationShooting_away numeric
@attribute defencePressure_away numeric
@attribute defenceAggression_away numeric
@attribute defenceTeamWidth_away numeric
@attribute AVG_HOME_AGE numeric
@attribute AVG_AWAY_AGE numeric
@attribute Home_Team_Aggression numeric
@attribute Home_Team_Potential numeric
@attribute Home_Team_Stamina numeric
@attribute Home_Team_OverallRating numeric
@attribute Home_Team_FreeKick numeric
@attribute Away_Team_Aggression numeric
@attribute Away_Team_Potential numeric
@attribute Away_Team_Stamina numeric
@attribute Away_Team_OverallRating numeric
@attribute Away_Team_FreeKick numeric
@attribute labels {0,1,2}

@data
10001,9986,45,60,40,45,55,70,70,70,40,50,45,43,60,70,70,70,25.364,25.818,58,67,66,63,67,56,65,62,63,68,1
8066,9927,48,32,57,48,69,44,44,51,64,55,44,45,27,37,44,51,25.818,27.455,55,66,68,63,71,56,65,66,62,64,2
9864,9906,45,36,72,69,50,64,58,42,47,51,70,65,54,52,37,55,26.636,26.182,68,76,73,73,79,69,83,70,81,78,2
8560,9906,60,50,54,60,52,49,53,53,57,50,61,62,49,49,42,52,25.727,26.636,64,80,68,77,78,71,84,75,81,75,2
9807,158085,52,52,40,37,48,38,48,49,69,39,55,59,46,35,37,37,26.091,26.545,63,71,67,68,77,56,71,70,68,79,1
9938,9925,68,53,67,53,67,57,57,63,54,52,52,67,51,46,46,67,26.455,24.273,60,69,71,65,68,64,78,75,72,83,0
8600,8564,68,63,69,68,52,40,57,57,48,52,66,36,69,58,57,49,27.818,26.364,69,77,68,74,85,68,81,71,77,84,2
10189,8358,39,45,42,56,41,51,51,40,39,48,55,33,44,59,60,39,25.273,26.727,68,82,71,78,80,71,74,69,72,73,1
9803,10219,55,52,62,43,54,47,44,50,47,48,42,38,55,41,41,43,25.364,25.727,64,70,68,66,78,60,69,69,67,72,0
8650,8668,39,44,42,34,54,59,52,61,58,62,48,59,32,41,44,59,25.455,26.909,65,82,72,78,84,67,81,71,78,86,0
9789,8226,73,43,60,53,64,59,67,46,75,35,72,51,68,68,50,52,24.909,24.182,66,82,77,79,73,64,77,67,74,91,0
7844,9768,65,47,65,50,49,55,55,48,50,35,65,65,35,55,45,50,27.7,25,63,70,69,69,73,64,79,72,75,81,2
8697,9788,68,33,71,67,78,60,50,64,76,40,66,48,30,33,53,41,25.636,24.182,69,76,71,73,74,65,80,71,75,74,1
9864,8371,60,55,40,45,70,45,65,45,35,35,45,65,55,30,65,55,26.364,30.091,65,79,64,73,81,69,76,74,73,79,2
8650,8668,60,50,40,45,60,55,55,50,60,50,55,70,55,55,65,60,26.091,27.091,69,83,73,80,85,70,80,72,76,80,0
10267,7878,20,35,38,56,55,51,38,59,52,37,72,76,52,49,45,68,25.455,26.182,62,81,68,75,76,61,76,71,72,75,0
9925,8429,54,53,51,51,62,58,55,56,48,47,73,53,71,55,48,52,25.545,25.091,58,74,67,70,71,55,64,65,59,61,0
9788,10189,57,64,54,48,55,33,43,38,50,36,59,52,56,43,44,53,26.273,25.909,68,78,68,75,92,66,80,71,76,78,2
10249,7819,54,65,48,49,45,53,56,48,62,45,48,54,53,43,42,51,26,28.7,67,76,69,72,77,62,73,66,72,75,2
9798,8654,49,49,46,58,56,49,51,45,63,64,44,60,55,30,34,38,27.364,28.091,67,73,71,71,86,71,73,74,72,78,0
1957,8025,58,69,53,42,68,40,50,51,65,50,67,31,67,30,30,40,24.727,28.636,56,65,65,62,61,61,65,66,63,71,0
8315,9783,46,39,50,60,36,49,57,50,53,47,38,52,55,45,50,59,27.364,30,71,81,70,79,86,67,75,67,75,78,0
8464,9761,46,38,39,55,50,45,48,53,40,48,48,47,42,43,48,50,25.273,25.364,59,69,65,66,71,63,68,68,66,74,1
9748,8639,49,52,49,54,67,46,47,47,34,23,63,52,49,58,56,48,26.091,26.636,63,79,68,75,79,61,79,73,75,79,2
10252,8472,65,50,45,55,50,35,45,65,55,55,55,65,55,45,55,65,25.182,25.545,75,78,70,73,75,73,78,75,74,89,1
8529,8533,65,50,50,65,50,45,45,51,45,50,49,45,35,36,70,51,26.727,28.636,71,79,69,75,82,65,76,65,73,66,1
8558,8394,55,40,70,55,70,70,50,60,30,30,50,35,70,40,30,45,23.545,28.636,69,80,72,75,85,67,77,61,71,78,0
8472,8678,43,51,59,50,55,47,45,49,47,47,49,45,47,48,50,62,28.636,27.091,67,76,70,75,77,61,73,70,71,70,1
9783,8661,30,30,30,45,65,35,35,45,40,40,50,40,50,45,40,45,27.727,26.182,65,81,71,74,83,66,76,72,73,70,0
9850,9825,45,55,46,54,47,38,39,51,59,30,28,44,46,51,44,52,27.455,28.182,61,73,73,72,77,68,83,73,82,79,1
9925,10251,50,53,57,58,60,55,51,60,60,46,58,48,44,47,46,60,25.455,25.6,64,75,70,71,74,62,65,66,61,72,0
10189,9823,65,55,55,70,70,70,45,70,65,40,65,70,70,70,40,65,25.909,26.091,65,81,74,77,83,66,85,75,80,85,0
1601,8023,53,55,44,65,50,43,44,49,67,54,56,62,67,47,47,63,25.8,26.7,56,65,62,60,60,59,66,64,64,63,1
9874,10249,50,50,35,65,35,45,55,65,50,50,35,50,50,35,55,65,24.091,26.091,58,73,64,66,79,68,77,70,74,78,2
10194,8668,48,55,51,57,37,38,40,41,61,42,39,59,48,52,58,60,28.091,26.818,72,75,72,74,75,68,79,74,77,78,0
8722,8350,55,65,65,40,60,45,55,70,45,55,45,70,70,70,70,70,27.455,25.545,71,77,69,72,79,58,76,70,70,79,2
8602,9850,55,55,60,60,45,45,45,50,49,52,48,64,66,34,54,48,26.455,26.636,64,76,70,73,78,62,74,71,71,72,1
8533,8600,60,65,50,50,65,25,45,50,75,45,65,65,50,45,55,50,30.182,26.182,72,76,62,75,70,70,79,71,75,84,1
8655,8483,55,70,60,70,55,45,70,45,70,70,70,70,65,70,70,70,27.455,26.727,73,81,72,75,64,62,76,69,72,81,1
9987,8635,58,38,30,69,56,36,57,70,52,51,60,53,47,53,50,61,24.364,26.273,62,75,66,70,71,63,77,72,74,74,1
8178,10189,64,55,52,54,37,58,38,47,60,47,62,54,52,45,58,42,26.091,24.455,69,80,73,77,69,68,80,69,75,79,2
10261,8528,55,50,60,50,60,45,45,50,35,50,45,65,50,45,55,65,25.364,27.091,69,80,74,76,85,65,77,71,73,75,0
8564,10233,45,30,55,45,70,30,35,60,70,50,70,40,65,40,65,30,28.545,26.545,66,87,74,80,88,72,83,74,77,80,0
10233,8535,64,68,66,45,23,27,47,53,34,33,68,51,53,58,59,61,26.273,27.636,63,77,68,74,74,65,78,69,76,84,1
9891,9875,63,46,51,50,50,55,57,47,53,37,68,54,67,47,57,53,27.364,27,63,70,64,69,76,67,80,73,79,80,2
9908,9761,47,52,52,54,52,45,49,47,40,48,48,47,42,43,48,50,23.727,26.455,56,72,69,68,70,64,68,69,67,74,0
9847,9941,35,35,35,35,50,45,55,65,65,50,50,50,65,35,55,50,26.727,24.636,70,82,70,79,81,68,76,76,73,75,0
9851,8521,65,35,65,65,65,55,45,65,65,35,50,65,50,55,45,65,24.091,28.091,66,78,70,73,70,59,73,65,71,80,1
9823,9904,47,40,34,31,55,49,35,50,65,58,63,44,64,39,45,47,25.364,26.455,65,86,73,84,83,68,78,69,75,78,0
9789,9788,71,45,67,44,70,58,69,46,57,64,54,48,55,33,43,38,24.909,25.455,67,83,73,81,78,69,79,68,75,89,0
10179,10243,35,60,50,60,60,35,40,45,45,60,45,70,50,50,55,50,27,24.9,61,71,63,63,67,54,71,64,64,73,1
2183,8020,30,40,45,40,70,55,65,55,30,50,45,35,70,60,70,55,25.444,26.667,65,69,69,63,63,58,62,68,56,66,1
9941,9837,49,53,52,34,57,36,52,49,48,48,48,52,50,33,44,50,24.545,27.636,64,75,74,72,76,63,71,67,69,61,0
9789,9788,76,61,53,44,73,60,68,43,31,32,38,26,49,43,50,41,26.818,25.364,64,83,74,80,87,69,80,75,76,73,0
9827,8592,50,35,50,65,65,55,45,65,65,35,65,65,80,55,55,65,27.182,26.091,64,77,65,74,80,70,81,71,78,77,0
10233,8530,50,50,50,50,50,45,45,50,40,50,50,50,50,25,50,35,27.727,26.909,69,77,66,74,78,72,76,64,74,78,2
8661,8305,58,57,53,57,53,59,41,56,25,40,58,42,52,49,45,47,28.182,26.727,66,75,66,73,76,66,76,63,74,79,2
8689,7819,35,35,80,50,50,55,35,65,65,35,35,65,65,55,45,65,25.182,26.909,62,75,63,70,71,61,73,64,69,74,1
8597,9800,56,61,56,48,46,44,44,52,58,70,62,56,61,50,49,41,24.455,25.636,56,68,61,61,71,53,67,64,62,67,0
7730,10179,51,49,52,60,48,43,43,55,61,37,62,50,53,45,43,54,24.455,25.909,52,69,64,63,67,61,71,67,66,72,2
9768,6403,53,56,67,68,69,52,49,54,38,39,52,53,52,36,39,68,24.727,26.6,72,80,68,76,79,64,73,69,69,79,2
9857,8535,65,55,30,70,65,55,30,50,67,30,50,60,60,45,30,60,25.636,26.455,65,79,71,72,67,60,84,73,75,84,1
8697,9810,54,40,68,58,48,49,50,65,38,34,47,45,48,46,45,54,23.909,26,61,78,69,73,76,60,75,68,73,69,1
9927,8426,64,55,44,45,27,37,44,51,48,47,47,53,60,46,46,49,26.545,25.727,55,65,61,60,63,57,67,70,64,56,0
9789,9823,73,43,60,53,64,59,67,46,42,40,34,30,72,39,52,65,25,24.545,64,82,75,79,73,58,86,71,83,85,0
8592,7794,51,50,49,69,68,48,48,60,67,43,56,51,49,39,47,48,26.818,27.364,66,79,71,77,79,60,72,64,69,75,0
2033,9772,45,55,50,60,45,50,45,60,30,30,50,55,65,30,30,30,27.545,22.909,66,72,66,66,67,65,80,71,73,78,1
8521,4087,64,62,49,53,66,44,34,51,53,44,52,52,64,47,56,50,27.636,27.909,63,73,68,71,82,67,72,65,69,74,0
8030,8028,62,52,50,63,52,37,58,63,64,67,64,66,39,36,45,48,23.909,25.273,57,68,62,62,66,52,66,65,61,75,0
9847,9853,49,55,62,61,68,57,53,56,58,52,48,52,52,35,44,50,26.545,26.545,72,84,73,81,80,65,77,72,74,74,0
8540,8600,66,36,60,34,64,44,58,50,68,63,69,68,52,40,57,57,26,26.182,63,76,70,72,71,68,77,69,74,89,0
10167,6269,50,30,48,55,65,45,47,50,53,35,50,64,49,60,51,40,28.182,28.545,64,70,64,67,72,66,70,63,68,81,0
10249,8639,52,47,48,49,52,34,43,37,34,42,63,52,49,47,42,48,26.455,27.545,61,75,65,71,78,63,77,74,75,72,2
8543,8535,51,54,68,52,69,59,53,54,53,51,64,51,53,47,47,51,25.364,28.182,64,82,70,77,86,68,81,65,78,78,1
9790,8226,70,60,70,60,70,70,45,60,70,30,70,55,55,65,70,65,28.364,23.545,69,80,73,78,83,70,80,73,74,89,0
8659,10261,62,51,53,50,60,41,40,49,58,49,47,54,46,41,39,51,30,25,69,74,67,74,77,68,78,75,75,74,0
10265,8025,25,25,32,72,50,60,58,61,65,63,67,31,67,24,24,39,28,28,58,67,62,64,68,60,67,69,66,71,0
9790,8722,42,52,62,58,47,44,41,49,59,65,57,36,71,42,56,51,27.455,24.545,70,77,65,75,76,67,79,68,75,69,1
10003,8472,45,42,34,36,55,31,47,42,43,51,59,50,55,47,45,49,27.727,28.636,64,77,68,75,86,67,76,70,75,77,2
8586,9825,47,40,41,41,63,63,54,56,59,30,28,44,46,51,44,52,24.273,25.455,67,83,76,79,87,68,83,74,80,79,1
9885,9880,45,35,45,55,70,50,35,70,30,30,35,45,65,50,30,50,26.727,28.182,71,85,73,77,90,67,77,70,69,76,0
10235,10229,50,48,48,67,31,43,46,40,50,58,67,56,50,50,61,55,25.545,23.273,64,77,71,74,80,60,75,70,70,83,0
10243,9931,62,46,47,50,54,47,43,56,61,46,66,66,54,47,58,53,25.545,27.545,52,68,62,64,69,64,75,67,72,77,1
8603,7878,59,37,59,43,53,58,49,58,52,37,72,76,52,49,45,68,27.455,25.364,64,75,66,73,76,57,75,68,71,80,1
9791,6413,46,32,48,58,59,60,62,47,57,39,57,50,54,58,60,63,25.909,25.182,58,70,66,67,82,55,72,68,68,75,0
9925,8066,50,53,57,58,60,55,51,60,35,54,56,54,61,47,46,46,23.636,24.818,64,77,73,70,84,58,70,67,66,66,1
8560,8394,40,30,50,40,70,45,30,35,30,30,50,35,70,40,30,45,27,27.818,68,78,73,74,72,70,77,67,72,74,0
9931,9824,61,46,66,66,54,47,58,53,53,56,38,53,46,42,33,58,25,27.545,61,77,73,71,71,58,65,68,62,67,0
8533,10233,66,67,52,66,52,46,59,51,64,68,66,45,23,27,47,53,30.636,27.455,63,75,64,73,82,64,76,69,75,78,0
8558,7878,50,44,52,60,40,37,40,45,52,37,67,68,52,49,45,64,27.273,27.364,69,75,69,73,75,64,76,71,73,78,0
8481,9837,49,49,52,53,67,43,46,50,61,48,48,52,50,33,44,50,25.909,25.455,56,71,68,66,73,60,72,65,68,78,2
8475,9985,38,39,29,30,39,25,37,35,54,62,55,58,60,45,54,52,26.273,24.818,60,69,68,66,69,62,74,69,70,78,2
8611,10229,55,55,63,62,47,61,59,54,45,31,45,74,66,60,50,65,24.545,23.273,58,77,70,73,64,59,72,74,68,86,0
10179,10243,47,56,67,56,54,41,43,39,48,56,49,61,55,54,49,60,26.818,24.364,63,70,65,65,69,55,71,63,64,72,0
8066,9800,35,54,56,54,61,47,46,46,42,43,47,46,60,53,49,42,24.636,26.636,58,70,67,66,66,57,68,66,63,73,0
8456,10252,70,60,55,70,70,45,55,45,70,59,65,70,50,30,70,30,25.091,26.818,76,86,73,80,78,69,82,72,77,86,0
8302,8634,30,30,70,60,70,60,70,65,42,30,65,40,70,70,30,70,25.091,26.455,69,82,74,77,83,65,87,76,84,87,1
9788,8406,63,46,60,51,61,49,58,49,68,40,52,64,72,59,49,42,25.364,26.909,63,77,69,75,83,64,72,68,69,74,1
7794,8689,50,50,50,51,49,44,45,50,60,42,48,53,64,43,47,48,25.727,26.636,66,72,62,67,74,66,75,68,72,80,0
9810,8165,41,34,47,45,48,46,45,57,46,49,56,54,67,39,57,44,25,26.091,67,78,71,75,73,60,69,62,66,87,1
9927,8284,64,55,44,45,27,37,44,51,47,48,32,61,65,50,44,52,27.364,26.455,59,65,62,61,64,55,64,61,61,69,0
7844,7841,40,39,53,62,58,37,40,64,66,44,58,65,54,39,48,66,23.364,24.455,56,71,64,66,70,62,72,68,68,71,1
8315,9869,60,45,35,70,55,30,70,35,70,55,65,50,70,70,70,55,26.182,26.818,73,79,72,75,78,70,77,72,72,79,0
8530,10167,67,37,67,52,52,37,57,52,48,33,46,62,45,39,43,46,29.273,29.818,68,76,59,75,78,66,75,61,74,80,1
8633,8634,50,46,61,41,63,52,60,63,36,51,36,49,56,61,65,65,26.545,28,67,87,77,85,86,69,86,77,84,84,2
8654,8659,63,64,44,60,55,30,34,38,48,48,45,60,54,38,38,52,28,26.818,71,74,72,72,65,65,77,70,74,85,0
10179,10191,47,56,67,56,54,41,43,39,51,39,54,46,31,37,34,46,26.727,26.182,68,70,67,65,72,59,67,65,61,67,0
9904,9823,55,70,65,45,65,70,70,70,65,40,65,70,70,70,40,65,25.636,24.727,62,77,71,73,69,62,84,72,80,85,0
8560,8371,28,36,60,52,59,48,53,70,38,52,55,59,54,47,52,69,25.727,27.273,57,72,61,69,76,70,75,73,72,77,0
9906,8558,47,51,67,63,54,52,37,55,46,44,52,60,40,37,40,45,26.182,28.273,72,84,73,81,80,66,75,65,73,87,0
9810,8358,63,42,57,50,52,43,46,55,39,48,55,33,44,59,60,39,26.091,25.182,63,77,69,74,69,70,75,71,71,76,0
10260,8466,46,54,49,72,56,42,41,56,47,40,42,56,51,62,64,44,26.182,25.818,67,84,74,81,84,70,79,74,76,77,2
8358,10269,39,48,55,33,44,59,60,39,54,53,60,56,48,46,54,40,24.273,23.364,65,75,71,72,76,62,77,69,71,75,2
10260,8654,38,44,49,44,40,54,53,56,77,57,68,73,29,30,37,41,25.091,26.545,64,82,71,78,81,69,77,75,76,79,1
8696,9906,45,55,70,70,65,45,55,50,64,30,65,50,70,70,34,55,28,25.091,65,78,71,72,82,66,81,71,77,84,0
8371,8634,38,52,55,59,54,47,52,69,35,32,37,31,35,61,63,65,27.455,27.091,69,74,70,72,77,63,85,72,82,87,1
10235,9839,38,34,60,44,50,43,43,54,41,52,48,60,47,46,55,54,23.909,26.091,64,79,70,73,69,62,68,64,65,75,0
8485,8429,59,53,51,72,63,49,45,63,48,47,73,53,71,55,48,52,25.273,26.364,58,70,74,66,75,59,63,65,60,60,0
6403,10264,63,39,64,53,52,36,39,64,55,55,62,65,39,25,56,39,26.5,25.273,64,74,65,71,73,74,76,70,72,73,0
8178,8357,58,55,52,55,56,50,42,47,68,45,54,44,43,48,56,66,23.818,26.545,65,81,74,76,74,64,74,71,70,68,0
8467,8485,70,50,50,50,50,30,70,30,70,70,70,70,70,60,70,70,27.909,25.364,53,68,67,63,69,52,71,67,64,78,1
8372,9906,62,52,59,55,52,37,56,49,57,50,61,62,49,49,42,52,25.909,26.636,68,76,68,72,77,74,84,76,81,75,2
9829,9851,52,43,54,56,23,56,62,51,64,41,49,52,64,46,44,51,24.818,25.545,67,82,67,77,71,68,77,69,73,73,1
8667,8197,56,51,54,60,48,38,37,46,63,48,47,62,69,58,62,54,27,28.182,63,73,72,71,75,61,71,68,70,67,2
8558,9906,46,44,52,60,40,37,40,45,47,51,67,63,54,52,37,55,24.818,25.273,63,78,66,73,87,71,81,72,78,80,2
9885,8535,65,50,50,77,50,55,55,35,49,50,50,60,60,45,45,50,27.818,27.273,71,84,74,80,86,65,79,66,76,74,0
10003,8472,66,34,52,51,64,44,47,64,55,55,55,65,55,45,55,65,24.818,25.636,56,78,74,71,61,75,78,75,75,87,1
10228,10218,54,56,65,43,44,46,44,48,53,69,48,45,43,29,41,36,22.8,25.818,64,76,68,70,68,59,69,67,66,69,0
8305,8581,25,40,58,42,52,49,45,47,53,63,55,61,52,47,52,56,26,30.455,63,77,65,74,80,70,75,66,74,83,2
8033,8023,54,51,48,47,42,47,57,48,67,54,56,62,67,47,47,63,31,26.182,51,61,62,61,67,62,66,66,64,63,1
9874,9827,66,70,35,40,50,65,30,65,70,35,70,50,70,55,70,70,24.273,25.636,60,78,72,71,75,64,80,71,75,82,1
8550,7819,55,49,49,54,53,46,54,50,62,45,48,54,53,43,42,51,27.545,26.545,60,71,67,69,70,58,70,64,68,72,0
9989,8342,48,65,55,45,50,46,48,45,67,47,68,49,53,57,44,47,27.364,24.727,60,66,73,64,80,68,73,74,69,72,2
10172,8191,52,53,53,54,54,50,44,54,48,74,72,59,58,54,57,58,28.364,26.455,69,76,70,73,75,58,73,72,70,75,0
8529,8564,65,50,50,65,50,45,45,51,65,50,50,60,50,50,50,50,25.545,28.545,71,80,72,74,74,73,82,75,81,83,2
9986,9989,60,53,48,50,48,42,48,49,69,58,56,52,61,38,49,65,25.182,24,58,68,60,64,69,53,70,63,64,69,0
8654,8456,63,64,44,60,55,30,34,38,45,55,40,38,48,50,60,54,28,26.273,69,75,71,73,70,67,85,75,82,83,1
9864,9865,45,36,69,69,50,64,58,42,46,65,57,54,40,37,53,45,25.182,25,60,75,69,72,79,67,74,71,71,78,2
8152,9823,60,60,50,70,70,60,70,55,65,40,65,70,70,70,40,65,27,27.182,66,73,69,68,77,67,85,74,81,85,2
9906,10205,47,51,70,65,54,52,37,55,24,26,43,57,58,51,51,56,26.909,25.091,70,83,73,80,86,62,75,68,72,69,0
8245,8673,70,50,48,53,68,58,43,60,69,55,52,40,53,59,49,63,28.273,26.364,64,66,67,62,65,60,63,66,60,63,2
8371,10205,35,35,45,65,55,30,65,55,64,30,55,35,70,65,30,70,30.364,26.455,68,77,72,73,79,67,81,71,77,83,0
9823,8697,37,22,21,38,40,61,59,40,40,47,37,40,51,40,50,45,26.727,27.182,62,85,73,83,83,69,75,70,73,74,0
8654,10252,72,73,68,71,32,30,34,41,66,72,63,48,56,39,42,52,26.091,26.364,65,77,75,74,74,68,76,72,74,81,1
9804,8686,71,36,37,72,53,39,46,52,53,55,77,75,56,49,47,53,26.727,28.364,67,77,67,73,80,72,80,71,78,83,1
2182,8021,40,35,45,40,70,60,55,45,55,60,30,40,70,70,70,70,24.556,23.667,55,71,65,64,74,50,63,65,56,49,2
8226,9810,69,53,66,62,59,63,61,38,51,38,47,58,40,48,42,55,25.182,26.273,67,80,71,76,77,69,78,71,75,78,1
7878,10205,57,59,61,63,51,48,45,62,48,36,36,52,55,47,48,44,26,23.818,64,77,70,74,75,66,82,66,76,72,2
8655,8472,55,65,50,50,35,45,60,55,55,55,55,65,55,45,55,65,24.455,26.364,63,79,70,72,84,73,77,70,74,89,0
8406,9905,40,55,49,72,53,33,43,52,66,52,55,37,56,48,65,53,26.909,28.818,66,74,73,72,71,61,74,67,72,69,0
8456,8654,59,29,38,36,24,48,47,54,77,57,68,73,29,30,37,41,27.455,25.364,66,83,74,82,85,59,78,73,75,79,2
9831,9827,48,66,49,66,34,56,47,64,49,37,49,64,51,44,46,49,24.818,27.273,62,75,69,72,76,70,76,67,74,74,2
9831,8592,48,66,49,66,34,56,47,64,48,50,49,77,64,44,48,54,25,25.727,66,75,68,72,74,69,81,73,77,75,0
8640,10235,63,30,67,65,68,57,37,64,47,53,43,33,32,48,59,53,24.182,23.455,58,81,70,74,77,54,75,71,69,69,0
10217,7788,56,66,55,52,38,40,50,52,43,57,46,50,38,42,49,47,26.545,24.636,62,72,66,70,62,59,70,66,66,68,0
8654,8197,72,73,68,71,32,30,34,41,63,48,47,62,69,58,62,54,26.091,27.818,67,77,74,74,74,64,71,69,69,67,0
8245,2182,30,45,45,35,70,50,70,50,40,35,45,40,70,60,55,45,26.833,27.75,61,67,67,64,72,63,75,75,71,79,1
8600,8543,64,35,30,50,70,35,30,55,60,50,50,40,70,55,50,70,24.455,28.273,74,80,75,75,84,71,82,75,76,80,0
8639,9851,70,60,50,45,55,55,70,55,50,45,70,60,60,70,70,70,26.091,24.727,70,82,75,79,81,66,77,68,72,68,0
9857,8533,63,48,32,48,52,30,54,48,66,67,52,66,52,46,59,51,26.545,29.727,68,76,67,72,72,69,75,65,73,79,2
2182,2186,64,57,68,48,70,59,37,48,46,51,48,48,52,48,33,63,26.727,25.8,58,70,70,67,58,59,62,54,61,65,0
8668,8455,60,50,55,70,55,55,65,60,60,50,60,60,80,35,55,50,28.909,27.455,70,78,72,76,80,69,84,74,82,86,0
10194,8659,75,73,59,61,38,32,37,41,55,54,57,53,57,33,31,49,26.545,27.455,71,77,72,75,75,68,75,70,72,69,1
10233,8543,50,50,50,50,50,45,45,50,45,50,65,50,50,35,45,50,29.818,29.364,71,76,64,75,75,76,81,72,79,80,0
8659,10252,62,51,53,50,60,41,40,49,63,54,60,48,38,35,44,54,29.455,26.364,71,76,70,75,74,69,77,70,74,79,1
10229,9908,52,46,60,56,52,50,61,55,50,52,55,49,52,45,49,47,22.545,22.727,61,75,69,69,76,52,73,60,67,69,2
7878,8634,53,52,54,59,55,54,49,67,43,34,59,25,68,67,43,68,26.182,26.545,63,72,70,69,78,63,85,73,83,87,2
6269,8530,53,35,50,64,49,60,51,40,65,35,50,65,63,35,55,50,28,27.636,63,72,63,68,68,68,74,62,72,86,1
10215,7841,53,44,55,51,60,39,38,61,66,44,58,65,54,39,48,66,26.818,27.636,67,72,65,69,69,64,74,68,72,78,2
9824,10191,53,56,38,53,46,42,33,58,58,35,64,36,66,47,45,53,26.364,26.909,58,65,65,62,71,57,65,66,61,65,1
9853,9747,58,52,48,52,52,35,44,50,63,48,53,49,48,43,47,49,26.818,29.818,67,77,70,75,75,64,66,61,65,79,0
8429,8597,48,47,73,53,71,55,48,52,50,60,49,62,47,46,46,52,25.545,23.5,60,64,67,60,60,56,67,65,61,68,2
10228,10229,67,53,48,75,39,45,44,48,46,36,47,48,52,60,65,59,24.091,23.364,62,73,74,69,70,59,74,70,70,71,2
8640,8525,30,30,33,52,70,30,30,30,35,30,30,40,65,30,30,30,26.364,23.091,65,80,71,75,86,62,68,64,64,77,0
8358,9904,39,48,55,33,44,59,60,39,48,38,38,51,40,37,48,56,25.364,25,68,76,71,72,76,61,76,69,72,85,1
9789,8194,71,45,67,44,70,58,69,46,67,47,67,68,55,56,57,52,25.818,25.636,71,82,75,80,84,71,71,74,69,78,1
8697,10269,56,63,68,66,58,63,47,73,59,41,58,66,48,41,44,32,28,25.909,70,76,70,74,88,66,77,67,74,78,0
8581,8305,62,65,71,42,65,36,33,42,34,38,55,39,49,43,42,49,27.818,26.545,63,76,69,74,82,59,77,67,75,80,0
8177,9790,40,55,63,46,63,50,38,55,34,38,34,59,48,45,35,58,24.818,24.545,63,77,68,73,72,63,78,68,73,82,0
10172,8456,52,53,53,54,54,50,44,54,59,29,32,49,62,42,44,54,27.545,28.273,69,76,70,74,72,67,82,70,81,85,1
10242,4087,49,51,52,49,49,43,42,52,53,44,52,52,64,47,56,50,24.909,28.3,60,72,72,66,67,63,73,65,69,82,0
8528,8586,38,38,54,42,42,40,42,44,44,47,52,63,61,43,44,51,27.273,26.636,63,76,70,73,75,71,82,76,80,85,1
8593,8640,35,33,39,52,46,68,65,50,54,45,55,58,55,43,50,48,22.909,23.091,62,78,73,74,74,56,80,70,74,80,0
9987,9998,53,55,55,48,56,47,45,55,50,50,55,48,46,46,45,47,24.727,28.545,64,72,68,68,79,59,66,63,65,69,0
9984,9987,53,43,52,58,42,59,47,62,58,38,67,48,56,47,45,55,25.636,24.273,55,68,66,65,68,55,74,65,68,67,2
8467,10251,60,58,48,49,38,44,42,56,60,46,58,48,44,47,46,60,26.818,27.545,61,68,66,65,71,60,64,69,62,72,2
8659,8602,60,65,40,50,45,35,55,60,55,55,60,60,45,45,45,50,27.455,25.909,65,75,68,73,85,66,76,71,73,78,0
8576,8689,59,52,48,34,52,38,47,53,60,42,48,53,64,43,47,48,28.182,24.818,61,70,65,67,69,63,75,64,70,74,2
10252,8586,70,59,65,70,50,30,70,30,70,50,50,65,50,50,50,50,26.545,25.636,72,82,72,76,86,72,82,78,80,88,2
8226,9790,69,53,66,62,59,63,61,38,42,52,62,58,47,44,41,49,24.818,25.818,70,79,70,76,77,69,76,66,74,75,2
10167,9875,30,30,40,60,70,45,30,70,70,30,30,35,70,50,70,45,27.636,26.182,69,80,73,73,80,74,83,76,78,76,2
9747,9827,63,48,53,49,48,43,47,49,38,36,49,55,51,37,33,49,27.818,25.636,61,64,65,63,78,68,78,69,74,82,0
8586,8466,47,40,41,41,63,63,54,56,52,46,42,54,30,50,65,44,24.909,26.818,67,83,76,79,87,71,78,72,76,76,2
8226,8721,61,53,42,62,54,47,59,40,54,59,67,56,48,38,40,45,24.182,28,64,77,64,74,91,70,79,73,76,86,2
10265,2182,30,30,32,72,50,60,58,61,67,54,56,62,67,47,47,63,26.727,26.364,55,67,62,65,67,58,70,74,66,62,0
8315,8581,46,38,52,73,37,37,60,68,57,63,55,61,52,47,52,56,25.182,27.636,66,79,70,75,88,70,75,70,73,84,0
8245,8025,75,62,48,53,68,58,43,65,65,63,67,31,67,24,24,39,27.4,28.375,72,66,72,62,65,49,65,67,64,71,1
