@relation randomized_final_dataset-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R1

@attribute home_team_api_id numeric
@attribute away_team_api_id numeric
@attribute buildUpPlaySpeed_home numeric
@attribute buildUpPlayPassing_home numeric
@attribute chanceCreationPassing_home numeric
@attribute chanceCreationCrossing_home numeric
@attribute chanceCreationShooting_home numeric
@attribute defencePressure_home numeric
@attribute defenceAggression_home numeric
@attribute defenceTeamWidth_home numeric
@attribute buildUpPlaySpeed_away numeric
@attribute buildUpPlayPassing_away numeric
@attribute chanceCreationPassing_away numeric
@attribute chanceCreationCrossing_away numeric
@attribute chanceCreationShooting_away numeric
@attribute defencePressure_away numeric
@attribute defenceAggression_away numeric
@attribute defenceTeamWidth_away numeric
@attribute AVG_HOME_AGE numeric
@attribute AVG_AWAY_AGE numeric
@attribute Home_Team_Aggression numeric
@attribute Home_Team_Potential numeric
@attribute Home_Team_Stamina numeric
@attribute Home_Team_OverallRating numeric
@attribute Home_Team_FreeKick numeric
@attribute Away_Team_Aggression numeric
@attribute Away_Team_Potential numeric
@attribute Away_Team_Stamina numeric
@attribute Away_Team_OverallRating numeric
@attribute Away_Team_FreeKick numeric
@attribute labels {0,1,2}

@data
10199,9956,48,57,63,34,64,56,45,52,67,53,55,66,63,43,48,62,25.091,22.182,69,69,71,63,65,60,71,67,62,79,0
9885,8636,50,20,65,50,80,35,65,35,58,54,56,60,53,47,49,63,29,27.182,73,84,75,82,85,71,81,74,79,71,0
8467,10251,67,48,47,47,54,33,47,37,48,51,52,64,52,47,47,51,27.545,23.727,60,65,66,62,63,60,68,69,62,67,0
9777,9956,48,51,53,66,45,49,45,49,50,54,52,54,46,36,43,47,25.273,24.091,57,66,64,60,77,57,70,65,62,81,2
9826,9825,52,47,69,66,47,36,33,53,30,29,41,55,39,64,54,52,28.727,26.909,63,71,69,70,77,69,83,71,81,83,2
10260,8650,70,45,45,70,65,40,50,40,50,35,50,60,70,40,60,40,29.091,28.182,76,86,72,82,82,76,84,72,80,85,0
9790,9905,52,29,61,58,54,60,55,52,65,50,59,62,53,57,53,43,26.455,27.818,71,78,70,74,83,66,75,68,72,70,1
8178,10189,70,30,70,70,70,70,60,70,65,55,55,70,70,70,45,70,25.455,24.636,67,82,73,78,85,66,81,74,75,83,0
8650,8528,50,35,50,60,70,40,60,40,70,70,70,70,50,35,70,35,27.182,25.364,74,84,73,79,83,65,78,70,72,74,1
8348,9773,38,43,51,54,39,44,46,48,70,53,56,66,68,58,60,60,26,27.091,62,74,64,70,73,69,81,78,78,83,1
10249,9941,52,47,48,49,52,34,43,37,49,53,52,34,36,36,45,49,25.364,24.364,59,76,65,72,78,66,77,74,72,74,0
10192,9931,52,69,39,70,46,44,34,50,61,46,66,66,54,47,58,53,28.091,25.273,61,69,61,66,64,61,75,75,70,86,1
9790,8178,34,38,34,59,48,45,35,58,64,55,52,54,37,58,38,47,25.909,25.091,65,78,68,74,83,65,80,72,76,69,0
8394,9783,30,30,50,35,70,40,30,45,30,30,30,45,65,35,35,45,27.273,26.818,67,77,64,71,78,68,80,70,73,65,0
8581,8302,30,30,45,40,70,30,35,50,30,30,70,60,70,60,70,65,28.8,26.727,63,76,63,71,83,70,84,74,78,76,2
8673,8245,67,35,55,36,53,59,48,66,67,66,49,49,69,57,48,67,23.857,27.556,60,70,59,67,60,67,64,70,60,64,0
10268,8581,55,73,53,54,57,49,51,58,57,63,55,61,52,47,52,56,27.273,27.364,61,75,70,71,81,70,75,72,72,72,1
8654,10252,72,73,61,74,32,30,37,41,63,59,52,55,34,39,41,54,28.091,24.182,65,75,72,73,76,71,78,74,73,73,1
8394,10278,30,30,50,35,70,40,30,45,40,30,50,35,70,35,35,50,26.7,29.2,68,80,67,74,70,67,74,67,71,73,1
8021,8569,54,37,48,38,37,47,58,52,47,27,45,51,54,48,60,37,26,24.333,56,65,70,61,61,57,64,69,60,55,1
10167,10233,48,33,69,62,45,54,66,46,64,68,66,53,49,23,47,53,28.364,24.909,59,72,59,70,89,66,77,70,73,76,2
10233,10167,64,68,66,53,49,23,47,53,48,33,69,62,45,54,66,46,27.091,29.909,64,75,65,72,72,63,71,62,70,89,0
9790,8177,45,58,60,73,62,45,32,63,68,55,51,59,59,41,60,51,28.636,26,68,76,67,75,80,63,77,70,74,78,2
10243,10199,48,56,49,61,55,54,49,60,48,57,63,34,64,56,45,52,24.818,26.182,55,71,61,65,70,66,68,65,62,65,1
7943,8524,57,60,56,63,64,38,47,53,64,36,38,49,51,54,53,49,25.909,27.909,63,75,64,70,70,68,78,65,74,79,0
8673,8245,69,55,52,40,53,59,49,63,70,50,48,53,68,58,43,60,26.455,27,68,71,70,67,73,64,65,67,62,72,0
8305,8634,34,38,55,39,49,43,42,49,36,51,36,49,56,61,65,65,28,27.091,61,76,68,75,80,66,86,74,83,84,2
10214,9768,41,43,53,44,53,42,42,57,55,56,42,50,55,60,60,54,24.636,23.364,70,75,73,70,66,67,80,74,75,77,2
8686,208931,68,47,71,54,66,36,57,48,80,65,70,40,50,25,55,35,28.818,26.455,69,82,74,80,86,64,74,67,71,69,0
9876,8530,58,63,55,57,61,47,59,63,67,37,67,52,52,37,57,52,28.182,27.455,63,74,64,71,72,68,73,65,71,89,0
9803,8464,55,52,62,43,54,47,44,50,46,38,39,55,50,45,48,53,26.1,26.273,64,69,66,66,78,64,69,69,66,70,0
8481,9873,65,40,60,70,30,70,70,70,60,70,50,60,60,30,55,30,27.091,27,61,75,70,68,77,66,77,75,70,66,0
9931,9956,61,46,66,66,54,47,58,53,50,54,52,54,46,36,43,47,24.818,25.727,58,75,72,71,77,52,70,65,66,82,2
9991,9985,50,37,42,66,34,49,54,52,54,62,55,58,60,45,54,52,24.909,24.182,57,75,69,71,78,61,73,68,69,73,0
8165,8406,45,50,47,45,56,55,61,46,68,40,52,64,72,59,49,42,23.455,28.273,70,75,70,70,67,64,71,68,68,74,0
9761,10217,33,44,35,40,60,42,47,54,53,53,48,67,66,46,62,65,26.545,24.636,60,70,67,67,76,62,69,67,66,70,0
8611,8593,48,43,43,58,39,44,41,55,35,39,58,55,30,64,53,59,22.636,21.545,59,76,64,69,79,66,83,73,76,78,1
10260,8659,46,54,46,60,55,40,50,56,48,48,45,60,54,38,38,52,25.818,27.455,63,83,73,81,84,59,74,68,71,85,0
9772,9807,70,53,65,66,54,60,57,54,52,52,40,37,48,38,48,49,27.545,27.182,69,80,70,78,78,62,69,64,67,62,0
10235,9908,54,60,48,67,50,43,43,40,50,52,55,49,52,45,49,47,25.455,24,67,75,68,70,69,56,72,66,68,69,2
8636,8535,55,50,50,55,65,50,60,55,49,50,50,60,60,45,45,50,28.273,27.545,69,84,72,81,72,64,78,68,76,76,0
9882,10233,60,30,30,30,65,50,30,55,70,50,70,40,65,40,65,30,26.273,28.545,70,81,72,75,82,71,80,73,75,72,2
9941,9837,49,53,52,34,36,36,45,49,61,48,48,52,50,33,44,50,25.545,26.091,67,76,72,72,72,66,75,72,71,61,0
8530,10233,65,35,50,65,63,35,55,50,65,35,50,50,50,54,65,35,27.545,29.182,65,74,63,72,86,67,78,67,76,78,0
8370,7878,45,44,44,44,47,63,51,59,52,37,72,76,52,49,45,68,25.636,26.727,67,76,68,73,85,63,75,67,71,75,2
8633,9910,50,46,61,41,63,52,60,63,55,38,41,48,50,55,55,59,25.455,25.909,65,84,74,80,77,64,79,70,75,85,0
8548,8066,51,33,48,67,79,46,47,51,36,67,66,37,51,37,57,36,25.818,24.909,70,75,75,71,76,59,67,66,62,69,0
8640,8674,33,42,40,55,48,43,30,48,44,41,48,64,42,49,47,53,26.909,23.636,62,78,72,75,82,59,71,71,66,73,0
4087,8583,35,65,50,65,65,45,55,65,35,65,35,65,50,35,45,65,28.091,27.182,66,71,62,68,69,63,74,63,71,74,0
8455,9798,60,45,55,45,45,60,62,46,49,49,46,58,56,49,51,45,27.545,27,69,84,74,83,86,71,73,73,71,86,0
9891,9857,63,46,51,50,50,55,57,47,63,48,32,48,52,30,54,48,25.909,27.091,60,70,66,67,67,66,74,68,72,76,0
10261,9826,54,47,47,51,39,56,54,51,61,68,67,62,52,36,34,48,25.818,27.818,65,78,74,75,80,63,74,71,73,74,1
7844,10211,40,39,53,68,58,50,59,68,39,48,53,53,59,37,52,61,24.364,25.273,66,75,68,68,72,61,71,60,66,68,0
9827,8588,38,36,49,55,51,37,33,49,64,49,49,53,34,46,44,49,24.818,27.091,65,75,69,71,72,60,70,68,68,68,0
8203,8342,67,57,47,47,52,48,61,48,67,47,68,49,53,57,44,47,26.909,24.273,56,67,67,65,79,64,73,74,70,72,2
8659,8456,62,51,53,50,60,41,40,49,59,29,38,36,24,48,47,54,28.545,28,70,75,67,73,84,65,83,72,82,85,2
10179,9777,61,37,62,50,53,45,43,54,48,51,53,66,45,49,45,49,27.364,24.364,66,71,67,68,72,56,65,60,58,55,0
9860,9938,70,70,70,70,70,60,70,70,70,70,65,70,70,60,70,70,26.273,23.091,62,73,65,67,74,54,71,67,65,68,0
9747,10249,63,58,42,56,36,49,47,49,54,65,48,49,45,53,56,48,29.455,27,62,73,63,73,80,68,74,67,72,80,1
10260,8668,70,45,45,70,65,40,50,40,60,65,60,70,45,40,70,40,26,27.909,73,85,73,79,75,69,80,72,76,80,0
8277,8464,35,35,40,50,60,30,30,30,32,30,35,40,60,30,30,30,23.091,24.4,53,74,66,67,71,59,73,70,68,75,0
10194,9879,75,75,40,72,55,50,58,45,48,45,38,62,54,38,38,62,27,31.182,73,77,75,74,80,71,76,66,75,81,0
8455,8658,70,60,56,70,70,30,60,35,70,70,70,70,70,70,70,70,28.545,27.818,76,87,77,82,89,72,79,73,75,87,0
8370,10267,45,44,44,44,47,63,51,59,20,35,38,56,55,51,38,59,26.909,25.636,62,76,66,72,85,60,79,68,74,75,0
8564,8686,48,54,51,53,64,48,49,53,53,55,77,75,56,49,47,53,27.909,26.455,70,81,71,78,78,67,81,70,78,81,1
9831,7794,48,66,49,66,34,56,47,64,50,50,50,51,49,44,45,50,24.091,29.364,55,75,64,69,76,69,72,64,70,78,0
10214,9809,45,30,60,55,50,30,30,30,30,30,45,50,70,30,30,30,24.909,26.667,68,77,70,69,77,60,70,65,65,65,0
9905,8721,66,52,55,37,56,48,65,53,58,57,68,72,70,64,42,55,28.364,26.091,64,75,69,73,69,69,80,71,77,86,0
8350,9790,45,55,45,70,70,70,70,70,70,60,70,60,70,70,45,60,25,28.636,61,76,70,70,77,72,81,74,77,83,1
10215,10264,52,44,55,51,60,39,38,61,53,55,53,65,39,25,56,39,25.182,25.727,58,69,60,65,72,67,76,68,72,72,1
8564,9976,45,30,55,45,70,30,35,60,30,30,30,40,65,40,30,45,28,26.545,70,86,76,80,78,66,78,72,70,77,1
2183,8244,33,47,69,40,53,55,34,51,63,48,48,68,53,37,58,63,27,33.5,59,68,71,64,75,71,63,55,63,56,0
8030,2186,30,45,45,35,70,70,70,65,30,45,40,35,65,70,70,65,25.2,26.667,67,65,72,59,34,51,65,61,58,57,0
10000,10001,65,60,60,40,50,70,60,70,45,60,40,45,55,70,70,70,23.909,24.727,57,70,68,65,67,56,69,65,64,67,0
10229,8593,50,58,67,56,50,50,61,55,35,39,58,55,30,64,53,59,22.364,21.091,60,75,69,69,83,66,83,73,76,78,2
8028,2182,30,46,48,37,39,32,45,48,67,54,56,62,67,47,47,63,26.091,24.091,53,66,66,63,74,57,69,71,64,62,2
10261,10260,58,72,48,51,46,41,39,51,46,38,46,68,37,49,49,56,26.091,26.727,66,77,72,74,74,64,81,76,79,81,2
9836,9873,65,50,50,65,50,35,45,50,65,50,50,65,50,45,45,65,24.818,26.909,60,71,68,67,73,66,75,70,71,74,2
8593,8525,35,39,58,55,30,64,53,59,51,63,48,53,52,43,45,47,21.091,24.455,66,83,73,76,78,53,72,64,68,67,0
7842,9773,66,52,47,53,39,46,49,55,52,53,56,66,68,58,60,60,25.364,25,66,73,68,70,73,67,81,73,77,79,1
8564,8551,65,50,50,60,50,50,50,50,50,50,50,65,55,40,45,55,28.818,27.545,74,82,74,80,83,69,73,66,70,67,0
9904,8177,48,38,38,51,40,37,48,56,68,55,51,59,59,41,60,51,26.727,25.636,64,76,66,74,85,60,77,69,74,74,1
8588,8592,30,30,60,50,70,70,60,70,55,45,70,65,70,65,70,65,26.091,27.182,62,74,69,68,75,72,81,74,79,83,2
9783,8315,56,46,38,52,68,45,50,59,42,59,36,78,59,37,60,68,29.091,25.818,59,75,61,73,77,72,78,71,76,82,1
8602,8528,55,55,60,60,45,45,45,50,35,50,45,65,50,45,55,65,26.273,26.636,68,76,72,72,74,64,76,69,72,75,0
8633,10267,50,41,68,54,72,39,49,65,20,35,38,56,55,51,38,59,25.909,27.091,70,86,74,83,85,65,81,72,77,78,1
8475,8571,38,39,29,30,39,25,37,35,42,47,37,67,30,46,45,52,27.182,25.455,59,66,65,65,72,60,69,66,66,70,0
8655,9850,55,65,50,50,35,45,60,55,49,52,48,64,66,34,54,48,26.818,26.091,63,77,66,72,84,58,74,70,70,72,0
9748,8639,49,52,49,54,67,46,47,47,34,42,63,52,49,47,42,48,24.182,27.455,61,78,70,72,82,66,78,73,76,75,1
8668,8455,58,62,48,59,32,41,44,59,46,41,46,61,63,42,43,46,28.636,27.545,62,72,64,70,84,69,84,74,82,81,0
10265,8025,30,30,32,72,50,60,58,61,65,50,67,31,67,30,30,40,26.273,28.727,51,67,62,65,70,63,65,66,64,74,0
9925,9800,50,53,57,58,60,55,51,60,42,43,47,46,60,53,49,42,24.818,25.091,60,75,69,70,81,60,68,59,60,75,0
8370,9865,45,44,44,44,47,63,51,59,46,65,57,54,40,37,53,45,27.273,27.091,64,75,66,72,85,71,72,74,69,77,0
9788,9789,31,32,38,26,49,41,48,39,71,40,70,44,49,65,71,40,25,26.364,64,80,72,75,73,62,83,72,81,84,2
9994,9989,66,53,48,46,52,48,58,55,48,65,55,45,50,46,48,45,25.455,25.818,60,70,65,67,65,62,67,70,65,78,0
8277,9791,37,30,57,42,56,42,54,48,43,27,55,58,60,33,43,47,22.909,23.818,56,79,69,71,86,58,72,70,67,75,1
7819,8639,65,35,35,65,65,55,45,65,65,65,50,80,50,55,55,35,25.636,27,62,75,65,71,74,71,80,74,79,82,2
9925,8467,70,58,54,58,60,50,50,60,57,57,46,48,38,42,38,52,25.091,28.364,64,77,73,73,84,61,65,66,64,71,0
8455,9879,60,45,55,45,45,60,62,46,48,45,38,62,54,38,38,62,25.091,31.545,63,83,74,80,79,69,76,65,75,78,1
8722,9788,59,65,57,36,71,42,56,51,31,32,38,26,49,41,48,39,24.545,25,68,79,69,75,71,65,80,68,75,73,0
9851,8592,64,41,49,52,64,46,44,51,51,41,49,69,31,48,48,60,24.182,24.636,68,77,71,71,56,63,80,69,77,81,2
8455,8456,67,36,41,34,44,39,41,46,59,29,38,36,24,48,47,54,26.364,28.455,65,83,76,80,85,67,83,74,82,85,2
8027,8673,54,40,67,49,52,44,47,52,54,36,52,51,64,47,46,66,25.909,27.818,50,65,62,62,72,69,69,67,67,63,2
8244,8245,63,48,48,68,53,37,58,63,67,66,49,49,69,57,48,67,29.4,27.375,58,62,71,61,66,68,64,68,60,64,2
10192,9931,52,69,39,70,46,44,34,50,61,46,66,66,54,47,58,53,26.636,25.455,58,69,63,64,74,64,74,72,70,69,2
10192,10190,52,64,39,66,46,44,34,50,52,48,39,39,37,40,36,52,25.727,26.727,56,73,67,68,74,58,66,63,63,67,0
8342,9991,64,54,48,61,47,60,50,52,50,47,55,66,47,48,45,52,27.364,25.273,55,73,67,70,72,62,72,70,69,72,1
9809,7841,30,30,45,50,70,30,30,30,30,30,45,55,60,30,30,30,26,28.818,62,71,68,66,65,68,73,70,68,70,2
1957,8569,30,50,45,35,70,70,70,70,30,50,45,40,70,65,70,65,24.857,24,57,66,68,60,54,65,71,64,60,53,0
9904,9788,55,56,55,43,53,39,37,53,63,46,60,51,61,49,58,49,27.727,25.364,66,77,66,75,86,63,78,69,75,83,0
8697,8262,56,63,68,66,58,63,47,73,59,77,52,77,45,32,56,41,26.909,27.545,69,76,71,74,88,70,73,70,72,72,1
9905,9790,45,40,45,70,70,50,70,50,70,60,70,60,70,70,45,60,25.909,28.545,66,76,70,70,83,75,81,75,78,80,2
9789,8721,71,45,67,44,70,58,69,46,54,59,67,56,48,38,40,45,24.273,27.364,64,84,72,81,84,69,79,72,76,86,2
8592,9874,48,50,49,77,64,44,48,54,63,39,63,64,49,54,43,49,26.182,24.091,67,79,70,75,79,58,75,65,68,76,0
9831,9748,48,66,49,66,34,56,47,64,49,52,49,54,67,46,47,47,23.364,25.818,61,73,67,68,80,65,78,69,74,72,2
9956,10179,67,53,55,66,63,43,48,62,47,56,67,56,54,41,43,39,22.818,27.818,61,69,61,61,79,65,68,66,65,69,2
9847,9837,49,41,62,52,60,49,46,52,61,48,48,52,50,33,44,50,24.182,27.273,67,84,73,80,83,63,74,70,72,69,0
8030,1601,44,52,50,53,68,49,59,60,53,55,44,65,50,43,44,49,25.909,26.5,61,66,68,62,66,56,65,64,60,60,1
8177,9810,47,55,59,68,45,50,45,57,51,38,47,58,40,48,42,55,26,27.273,59,79,71,75,80,69,76,68,74,78,0
9956,9931,50,54,52,54,46,36,43,47,61,46,66,66,54,47,58,53,25.909,25.636,54,70,62,66,79,66,75,72,70,71,2
8370,10281,45,44,44,44,47,63,51,59,55,54,58,73,41,51,50,60,25.636,27.364,65,75,67,71,85,61,74,69,72,82,2
6403,9773,38,39,52,53,52,36,39,68,52,53,56,72,68,61,49,60,27.727,25.727,64,72,69,69,73,70,83,73,79,83,2
8245,8025,67,66,49,49,69,57,48,67,47,55,45,48,54,48,47,51,27.111,26.875,63,63,67,59,54,55,67,67,64,62,0
10003,8197,63,34,34,51,36,51,58,54,63,48,47,62,69,58,62,54,26.455,27.091,61,77,69,75,84,61,71,70,70,67,0
8600,9857,68,63,69,68,52,40,57,57,63,48,32,48,52,30,54,48,28.909,26.545,67,76,66,75,89,68,75,70,72,76,2
9904,9905,48,38,38,51,40,37,48,56,67,57,55,38,44,53,60,52,25.909,24.727,62,77,70,74,85,61,76,71,72,74,1
9748,8592,49,52,49,54,67,46,47,47,51,41,49,69,31,48,48,60,26.091,25.455,69,80,70,77,85,63,78,67,75,81,1
10000,9997,65,60,60,40,50,70,60,70,50,50,50,50,50,50,50,50,24.909,27.818,58,69,68,64,67,61,66,68,64,71,2
8650,10003,66,45,34,34,46,51,52,61,45,42,34,36,55,31,47,42,24.909,27.727,64,82,75,78,79,67,77,70,76,85,0
8426,8597,48,47,47,53,60,46,46,49,50,60,49,62,47,46,46,52,25.455,24,57,66,69,63,55,59,67,68,63,68,1
8674,8593,48,38,57,59,45,49,47,53,40,30,51,55,39,64,53,64,25.364,23.727,62,71,69,68,85,62,78,72,74,82,0
8464,10235,46,41,52,37,57,45,48,53,44,44,48,62,50,43,43,40,23.545,24.727,61,72,66,67,66,65,77,69,73,68,1
10249,8689,35,35,55,35,70,70,70,70,45,70,30,50,40,70,60,70,26.455,25.909,64,77,70,71,75,64,79,72,71,67,0
8305,8302,29,40,58,42,52,49,45,47,65,65,53,57,38,38,49,55,27.364,24.273,62,75,64,72,75,58,75,64,70,83,0
9847,7794,49,41,62,52,60,49,46,52,50,50,50,51,49,44,45,50,25.636,28.545,67,82,72,78,82,63,71,64,68,79,0
8529,8600,63,36,66,51,51,46,56,51,78,63,69,78,52,40,63,57,26.636,26,64,76,67,72,77,68,78,65,74,87,0
8023,2186,50,36,52,40,52,57,54,47,37,38,66,66,33,59,34,64,26.7,26,60,69,70,66,67,57,66,63,64,63,1
8697,9788,56,63,68,66,58,63,47,73,31,32,38,26,49,41,48,39,26,25.727,70,77,72,73,92,67,80,71,77,73,0
9864,8306,42,36,41,40,50,47,37,52,48,44,53,42,53,53,39,57,27.818,26.909,63,78,65,75,76,59,73,67,71,76,0
8603,8370,37,51,68,66,72,42,40,53,53,55,44,56,61,58,52,68,27.727,27,66,73,68,71,74,66,72,68,69,76,2
8426,9938,48,37,49,50,52,47,44,52,60,60,52,55,38,41,40,52,24.1,25.818,54,67,68,61,61,55,66,66,63,63,1
9882,10233,36,38,49,62,33,50,51,53,64,38,66,67,49,46,47,53,25.5,29.545,68,77,70,72,74,67,76,64,74,89,2
8635,8571,52,51,60,53,47,53,50,61,42,47,37,67,30,46,45,52,25.273,26.364,63,78,74,74,77,66,70,68,68,65,0
8472,8455,60,70,70,70,55,35,70,35,70,60,56,70,70,30,60,35,25.636,28.455,68,80,67,76,71,75,87,78,82,89,2
8429,8485,70,70,70,70,60,60,65,70,70,70,70,70,70,60,70,70,25.727,25.727,58,64,65,60,50,60,70,68,64,78,2
9860,9927,55,62,55,60,60,50,52,57,70,55,40,46,60,38,42,62,25.455,25.636,62,69,66,65,72,63,73,74,68,78,0
10242,9853,49,51,52,49,46,43,42,52,58,52,48,64,52,48,51,49,25.636,28.091,56,72,69,68,67,66,77,69,75,73,2
9874,9847,63,39,63,72,49,54,43,49,49,41,62,52,60,49,46,52,24.545,26,63,74,65,69,79,73,83,74,80,82,0
8586,8654,42,46,45,58,68,63,61,57,72,73,61,74,32,30,37,41,25.091,28.182,61,82,75,79,86,67,75,72,72,80,2
10269,8178,59,41,58,66,48,41,44,32,73,55,77,54,61,61,72,50,27,23.545,67,77,72,75,74,58,81,67,75,67,2
10190,9956,52,48,39,39,37,40,41,52,50,54,52,54,46,36,43,47,27.9,25.273,54,64,60,62,69,52,70,64,65,60,1
8586,8668,44,47,52,63,61,43,44,51,56,56,48,57,56,50,50,60,25.818,27.636,69,82,76,79,86,69,79,70,77,84,1
7844,10264,30,30,55,55,55,30,30,30,30,30,55,50,60,30,30,30,27.818,27.091,61,72,67,68,66,66,76,72,73,83,0
8558,8371,50,44,52,60,40,37,40,45,38,52,55,59,54,47,52,69,27.545,28.636,69,76,72,73,80,73,73,70,72,79,1
8659,10261,48,48,45,60,54,38,38,52,54,54,54,68,48,52,48,42,27.364,25.636,64,76,69,73,85,65,79,75,75,84,1
10252,8559,70,59,65,70,50,30,70,30,55,70,70,70,45,35,70,35,27.636,27,67,83,73,79,86,66,78,73,72,83,1
10269,9905,50,42,56,66,48,47,44,43,68,57,55,39,60,52,65,53,26.091,27.273,64,78,69,75,70,60,74,69,71,80,1
9904,10189,48,41,38,51,40,35,50,61,58,42,64,61,37,55,59,56,23.727,24.364,60,76,69,71,86,65,81,72,77,79,2
10215,10212,52,44,55,51,60,39,38,61,67,66,67,64,55,37,45,44,25.1,25.545,64,71,62,67,65,61,71,65,68,74,1
8370,8581,45,44,44,44,47,63,51,59,57,63,55,61,52,47,52,56,28.273,27.182,63,75,69,74,85,67,74,70,72,72,0
8426,9925,48,47,47,53,60,46,46,49,54,53,51,51,62,58,55,56,25.727,26.545,58,67,70,63,62,62,74,66,70,73,2
8686,7943,68,47,71,54,66,36,57,48,57,60,56,57,56,38,47,53,28.636,28.091,74,82,69,80,86,60,74,64,72,77,1
8600,9888,70,49,66,50,50,44,45,55,50,50,50,60,52,30,55,65,28,29.273,74,78,74,77,85,65,73,56,70,82,0
8668,9826,61,42,39,59,48,52,58,60,61,68,67,62,52,36,34,48,28.818,27.818,68,80,70,78,82,67,74,72,73,70,2
7730,10199,51,49,52,60,48,43,43,55,46,48,51,53,55,48,47,50,24,25.364,52,69,67,61,58,58,69,65,63,65,0
9748,8481,60,40,70,45,70,70,60,70,65,40,60,70,30,70,70,70,26.909,27.091,69,83,74,78,81,63,76,69,70,71,0
8659,8455,65,40,70,70,55,70,70,70,70,60,56,70,70,30,60,35,27.727,28.091,68,77,67,72,85,77,87,77,83,89,2
8302,8305,30,30,70,60,70,60,70,65,30,35,35,50,70,40,30,50,27,26,71,83,70,78,82,64,79,71,75,79,2
9853,7794,58,52,48,64,52,48,51,49,61,52,56,51,49,44,55,48,27.091,25.909,68,78,70,76,79,60,73,58,68,71,0
8305,9783,35,40,58,42,52,49,45,47,56,46,38,52,68,45,50,59,26.455,26.364,59,75,62,72,79,67,75,71,72,82,0
9857,9885,63,48,32,48,52,30,54,48,50,20,65,50,80,35,65,35,25.182,28.364,70,77,71,72,76,73,83,77,81,80,1
9905,8178,66,52,55,37,56,48,65,53,64,55,52,54,37,58,38,47,28.364,25.455,61,75,66,72,69,70,80,74,77,69,2
9804,10233,50,50,50,65,50,35,45,50,50,50,50,50,50,45,45,50,27.545,29.818,73,78,66,75,80,71,76,64,74,74,1
8342,8475,42,45,42,57,47,51,50,57,38,49,45,42,53,27,32,35,26.273,24.364,61,75,72,72,75,57,69,65,65,72,0
8593,8674,40,30,51,55,39,64,53,64,48,38,57,59,45,49,47,53,22.727,23.818,57,80,70,74,84,59,73,68,68,73,0
8611,8464,35,38,44,50,41,34,44,54,46,41,52,37,57,45,48,53,22.455,26.364,62,77,68,71,76,68,69,67,67,70,1
8165,10269,44,49,51,49,48,30,40,43,50,42,56,66,48,47,44,43,26.273,25,71,76,70,73,69,62,78,68,74,66,2
10278,9864,40,30,50,35,70,35,35,50,60,55,40,45,70,45,65,45,28.8,25.818,71,76,69,74,77,68,78,69,72,85,0
9825,10003,59,26,28,55,64,51,44,52,63,34,34,51,36,51,58,54,26.455,26.818,67,82,71,80,79,65,78,71,76,85,2
9993,8342,55,55,47,46,49,45,46,50,64,54,48,61,47,60,50,52,25.455,26.364,61,67,61,64,68,61,73,72,70,71,2
9931,10243,61,46,66,66,54,47,58,53,62,46,47,50,54,47,43,56,28.545,27.091,61,75,69,73,80,57,68,59,64,79,1
9927,8548,70,70,70,70,65,60,70,70,65,50,70,70,70,60,70,70,27.727,27,66,70,68,66,68,67,78,74,74,72,2
9864,10267,41,36,72,69,50,64,58,42,20,35,38,56,55,51,38,59,27.727,26.091,67,79,69,78,78,72,81,74,79,87,0
9836,7819,65,50,50,65,50,35,45,50,65,35,35,65,65,55,45,65,24.727,26.273,59,72,66,68,73,62,73,66,70,74,0
4087,9873,35,65,50,65,65,45,55,65,65,50,50,65,50,45,45,65,27.818,25.818,69,71,64,68,69,63,75,71,71,74,0
8165,8357,44,49,51,49,48,30,40,43,68,45,54,44,43,48,56,66,27.273,24.091,66,76,66,73,87,56,72,67,68,70,2
9891,8540,63,46,51,50,50,55,57,47,66,36,60,34,64,44,58,50,26.091,29.091,57,70,67,67,76,60,74,67,72,79,2
10217,9761,30,35,30,50,65,30,30,30,30,35,35,40,60,30,30,30,25.636,28.818,59,70,65,65,60,63,73,70,68,74,0
10190,10243,35,60,35,55,55,50,55,50,45,60,45,70,50,50,55,50,25.091,24.636,58,65,63,59,61,54,71,64,64,73,2
8654,8528,63,64,44,60,55,30,34,38,38,38,54,42,42,40,42,44,28.091,27.909,71,74,72,72,65,62,76,69,73,75,0
8592,8689,51,50,49,69,68,48,48,60,60,42,48,53,64,43,47,48,25.727,26,66,80,72,77,79,62,73,69,70,74,2
8540,8543,66,37,56,34,63,43,42,48,49,54,68,63,69,59,53,54,26.273,27.636,63,72,66,68,77,70,78,74,76,79,2
9956,10199,67,53,55,66,63,43,48,62,48,57,63,34,64,56,45,52,23.091,24.636,60,69,65,61,66,66,68,71,62,65,1
7878,8558,57,59,61,63,51,48,45,62,50,44,52,60,40,37,40,45,27,24.364,69,76,70,74,75,61,78,66,73,76,1
8583,4087,35,65,35,65,50,35,45,65,35,65,50,65,65,45,55,65,27.818,26.909,65,75,69,72,78,72,72,62,68,69,2
10251,8429,70,70,60,70,70,60,70,70,70,70,70,70,60,60,65,70,24.273,24.9,58,68,67,61,80,53,63,67,59,69,2
9994,10000,62,52,42,50,62,45,52,52,54,51,47,52,32,44,58,37,26.2,24.182,64,72,70,70,70,56,71,64,66,62,0
